time_s,phase,x,y,z,vx,vy,vz,speed,wp_x,wp_y,wp_z,v_cmd_x,v_cmd_y,v_cmd_z
0.00,TRACK_WP_1,1.240959,-0.888889,-1.386887,0.000000,0.000000,0.000000,0.000000,0.800000,-0.800000,0.900000,-0.113517,0.022883,0.588719
0.02,TRACK_WP_1,1.240959,-0.888889,-1.386739,0.000000,0.000000,0.076166,0.076166,0.800000,-0.800000,0.900000,-0.113524,0.022884,0.588718
0.04,TRACK_WP_1,1.240959,-0.888889,-1.385630,-0.000017,0.000017,0.158551,0.158551,0.800000,-0.800000,0.900000,-0.113577,0.022895,0.588707
0.06,TRACK_WP_1,1.240958,-0.888888,-1.383629,-0.000152,0.000118,0.244346,0.244346,0.800000,-0.800000,0.900000,-0.113673,0.022914,0.588688
0.08,TRACK_WP_1,1.240955,-0.888886,-1.380760,-0.000769,0.000453,0.329166,0.329168,0.800000,-0.800000,0.900000,-0.113810,0.022941,0.588660
0.10,TRACK_WP_1,1.240939,-0.888878,-1.377050,-0.002614,0.001147,0.411845,0.411855,0.800000,-0.800000,0.900000,-0.113984,0.022975,0.588625
0.12,TRACK_WP_1,1.240895,-0.888862,-1.372530,-0.006635,0.002241,0.489876,0.489926,0.800000,-0.800000,0.900000,-0.114191,0.023015,0.588584
0.14,TRACK_WP_1,1.240796,-0.888832,-1.367259,-0.013587,0.003770,0.561258,0.561435,0.800000,-0.800000,0.900000,-0.114422,0.023059,0.588537
0.16,TRACK_WP_1,1.240611,-0.888784,-1.361309,-0.023682,0.005790,0.625614,0.626089,0.800000,-0.800000,0.900000,-0.114666,0.023105,0.588488
0.18,TRACK_WP_1,1.240311,-0.888714,-1.354750,-0.036583,0.008281,0.683186,0.684215,0.800000,-0.800000,0.900000,-0.114911,0.023152,0.588438
0.20,TRACK_WP_1,1.239870,-0.888617,-1.347648,-0.051624,0.011159,0.734456,0.736353,0.800000,-0.800000,0.900000,-0.115149,0.023198,0.588390
0.22,TRACK_WP_1,1.239272,-0.888490,-1.340062,-0.068023,0.014302,0.779995,0.783086,0.800000,-0.800000,0.900000,-0.115373,0.023241,0.588344
0.24,TRACK_WP_1,1.238506,-0.888330,-1.332049,-0.085024,0.017579,0.820390,0.824971,0.800000,-0.800000,0.900000,-0.115577,0.023281,0.588303
0.26,TRACK_WP_1,1.237570,-0.888138,-1.323655,-0.101986,0.020870,0.856214,0.862519,0.800000,-0.800000,0.900000,-0.115759,0.023317,0.588265
0.28,TRACK_WP_1,1.236466,-0.887913,-1.314924,-0.118409,0.024076,0.888006,0.896190,0.800000,-0.800000,0.900000,-0.115915,0.023348,0.588233
0.30,TRACK_WP_1,1.235203,-0.887656,-1.305894,-0.133939,0.027123,0.916257,0.926392,0.800000,-0.800000,0.900000,-0.116048,0.023374,0.588206
0.32,TRACK_WP_1,1.233790,-0.887371,-1.296599,-0.148341,0.029962,0.941402,0.953488,0.800000,-0.800000,0.900000,-0.116156,0.023395,0.588184
0.34,TRACK_WP_1,1.232239,-0.887058,-1.287066,-0.161481,0.032562,0.963821,0.977798,0.800000,-0.800000,0.900000,-0.116242,0.023412,0.588166
0.36,TRACK_WP_1,1.230564,-0.886720,-1.277322,-0.173298,0.034907,0.983846,0.999602,0.800000,-0.800000,0.900000,-0.116307,0.023425,0.588153
0.38,TRACK_WP_1,1.228777,-0.886360,-1.267388,-0.183784,0.036994,1.001757,1.019148,0.800000,-0.800000,0.900000,-0.116353,0.023435,0.588143
0.40,TRACK_WP_1,1.226892,-0.885981,-1.257286,-0.192970,0.038826,1.017798,1.036657,0.800000,-0.800000,0.900000,-0.116383,0.023441,0.588137
0.42,TRACK_WP_1,1.224921,-0.885584,-1.247032,-0.200914,0.040414,1.032176,1.052325,0.800000,-0.800000,0.900000,-0.116398,0.023444,0.588134
0.44,TRACK_WP_1,1.222877,-0.885173,-1.236642,-0.207692,0.041772,1.045071,1.066328,0.800000,-0.800000,0.900000,-0.116402,0.023445,0.588134
0.46,TRACK_WP_1,1.220771,-0.884750,-1.226130,-0.213391,0.042916,1.056641,1.078827,0.800000,-0.800000,0.900000,-0.116395,0.023444,0.588135
0.48,TRACK_WP_1,1.218613,-0.884316,-1.215509,-0.218106,0.043865,1.067021,1.089967,0.800000,-0.800000,0.900000,-0.116380,0.023441,0.588138
0.50,TRACK_WP_1,1.216412,-0.883873,-1.204789,-0.221936,0.044638,1.076332,1.099881,0.800000,-0.800000,0.900000,-0.116358,0.023437,0.588142
0.52,TRACK_WP_1,1.214176,-0.883423,-1.193982,-0.224980,0.045254,1.084683,1.108693,0.800000,-0.800000,0.900000,-0.116332,0.023432,0.588148
0.54,TRACK_WP_1,1.211914,-0.882968,-1.183095,-0.227335,0.045733,1.092168,1.116514,0.800000,-0.800000,0.900000,-0.116302,0.023426,0.588154
0.56,TRACK_WP_1,1.209632,-0.882509,-1.172138,-0.229096,0.046093,1.098875,1.123448,0.800000,-0.800000,0.900000,-0.116271,0.023420,0.588160
0.58,TRACK_WP_1,1.207334,-0.882047,-1.161118,-0.230350,0.046352,1.104881,1.129590,0.800000,-0.800000,0.900000,-0.116238,0.023413,0.588167
0.60,TRACK_WP_1,1.205026,-0.881582,-1.150041,-0.231181,0.046525,1.110257,1.135025,0.800000,-0.800000,0.900000,-0.116205,0.023407,0.588174
0.62,TRACK_WP_1,1.202712,-0.881117,-1.138912,-0.231664,0.046628,1.115067,1.139832,0.800000,-0.800000,0.900000,-0.116173,0.023400,0.588180
0.64,TRACK_WP_1,1.200394,-0.880650,-1.127739,-0.231866,0.046674,1.119369,1.144083,0.800000,-0.800000,0.900000,-0.116142,0.023394,0.588187
0.66,TRACK_WP_1,1.198075,-0.880183,-1.116525,-0.231848,0.046676,1.123214,1.147843,0.800000,-0.800000,0.900000,-0.116113,0.023388,0.588193
0.68,TRACK_WP_1,1.195757,-0.879717,-1.105275,-0.231663,0.046643,1.126652,1.151168,0.800000,-0.800000,0.900000,-0.116086,0.023383,0.588198
0.70,TRACK_WP_1,1.193442,-0.879250,-1.093992,-0.231355,0.046585,1.129723,1.154110,0.800000,-0.800000,0.900000,-0.116061,0.023378,0.588204
0.72,TRACK_WP_1,1.191130,-0.878785,-1.082680,-0.230963,0.046510,1.132468,1.156715,0.800000,-0.800000,0.900000,-0.116038,0.023373,0.588208
0.74,TRACK_WP_1,1.188823,-0.878320,-1.071342,-0.230520,0.046424,1.134919,1.159024,0.800000,-0.800000,0.900000,-0.116018,0.023369,0.588212
0.76,TRACK_WP_1,1.186520,-0.877856,-1.059982,-0.230050,0.046332,1.137110,1.161072,0.800000,-0.800000,0.900000,-0.116000,0.023366,0.588216
0.78,TRACK_WP_1,1.184222,-0.877394,-1.048600,-0.229574,0.046239,1.139067,1.162891,0.800000,-0.800000,0.900000,-0.115984,0.023363,0.588219
0.80,TRACK_WP_1,1.181929,-0.876932,-1.037200,-0.229109,0.046147,1.140815,1.164508,0.800000,-0.800000,0.900000,-0.115971,0.023360,0.588222
0.82,TRACK_WP_1,1.179640,-0.876471,-1.025784,-0.228666,0.046059,1.142377,1.165948,0.800000,-0.800000,0.900000,-0.115960,0.023358,0.588224
0.84,TRACK_WP_1,1.177355,-0.876010,-1.014353,-0.228254,0.045977,1.143772,1.167231,0.800000,-0.800000,0.900000,-0.115951,0.023356,0.588226
0.86,TRACK_WP_1,1.175075,-0.875551,-1.002908,-0.227878,0.045902,1.145018,1.168376,0.800000,-0.800000,0.900000,-0.115943,0.023354,0.588228
0.88,TRACK_WP_1,1.172797,-0.875092,-0.991452,-0.227541,0.045835,1.146132,1.169399,0.800000,-0.800000,0.900000,-0.115937,0.023353,0.588229
0.90,TRACK_WP_1,1.170524,-0.874634,-0.979986,-0.227245,0.045776,1.147127,1.170314,0.800000,-0.800000,0.900000,-0.115933,0.023352,0.588230
0.92,TRACK_WP_1,1.168252,-0.874177,-0.968510,-0.226989,0.045725,1.148015,1.171134,0.800000,-0.800000,0.900000,-0.115930,0.023352,0.588230
0.94,TRACK_WP_1,1.165984,-0.873720,-0.957025,-0.226772,0.045681,1.148809,1.171868,0.800000,-0.800000,0.900000,-0.115929,0.023351,0.588231
0.96,TRACK_WP_1,1.163717,-0.873263,-0.945534,-0.226591,0.045645,1.149518,1.172527,0.800000,-0.800000,0.900000,-0.115928,0.023351,0.588231
0.98,TRACK_WP_1,1.161452,-0.872807,-0.934035,-0.226444,0.045615,1.150152,1.173118,0.800000,-0.800000,0.900000,-0.115929,0.023351,0.588231
1.00,TRACK_WP_1,1.159188,-0.872351,-0.922531,-0.226327,0.045591,1.150717,1.173649,0.800000,-0.800000,0.900000,-0.115930,0.023352,0.588230
1.02,TRACK_WP_1,1.156925,-0.871895,-0.911021,-0.226236,0.045573,1.151222,1.174126,0.800000,-0.800000,0.900000,-0.115931,0.023352,0.588230
1.04,TRACK_WP_1,1.154663,-0.871439,-0.899506,-0.226170,0.045559,1.151673,1.174555,0.800000,-0.800000,0.900000,-0.115934,0.023352,0.588230
1.06,TRACK_WP_1,1.152402,-0.870984,-0.887987,-0.226123,0.045549,1.152076,1.174940,0.800000,-0.800000,0.900000,-0.115936,0.023353,0.588229
1.08,TRACK_WP_1,1.150141,-0.870528,-0.876465,-0.226093,0.045543,1.152435,1.175287,0.800000,-0.800000,0.900000,-0.115940,0.023354,0.588228
1.10,TRACK_WP_1,1.147880,-0.870073,-0.864938,-0.226078,0.045540,1.152756,1.175598,0.800000,-0.800000,0.900000,-0.115943,0.023354,0.588228
1.12,TRACK_WP_1,1.145619,-0.869618,-0.853409,-0.226074,0.045539,1.153042,1.175878,0.800000,-0.800000,0.900000,-0.115947,0.023355,0.588227
1.14,TRACK_WP_1,1.143358,-0.869162,-0.841878,-0.226078,0.045540,1.153298,1.176130,0.800000,-0.800000,0.900000,-0.115951,0.023356,0.588226
1.16,TRACK_WP_1,1.141097,-0.868707,-0.830343,-0.226090,0.045542,1.153526,1.176356,0.800000,-0.800000,0.900000,-0.115955,0.023357,0.588225
1.18,TRACK_WP_1,1.138836,-0.868251,-0.818807,-0.226107,0.045545,1.153729,1.176558,0.800000,-0.800000,0.900000,-0.115959,0.023358,0.588224
1.20,TRACK_WP_1,1.136575,-0.867796,-0.807269,-0.226128,0.045549,1.153911,1.176740,0.800000,-0.800000,0.900000,-0.115964,0.023358,0.588223
1.22,TRACK_WP_1,1.134314,-0.867340,-0.795729,-0.226151,0.045554,1.154072,1.176904,0.800000,-0.800000,0.900000,-0.115968,0.023359,0.588222
1.24,TRACK_WP_1,1.132052,-0.866885,-0.784187,-0.226175,0.045558,1.154217,1.177050,0.800000,-0.800000,0.900000,-0.115973,0.023360,0.588222
1.26,TRACK_WP_1,1.129790,-0.866429,-0.772645,-0.226200,0.045563,1.154345,1.177181,0.800000,-0.800000,0.900000,-0.115978,0.023361,0.588221
1.28,TRACK_WP_1,1.127528,-0.865974,-0.761100,-0.226224,0.045568,1.154460,1.177298,0.800000,-0.800000,0.900000,-0.115982,0.023362,0.588220
1.30,TRACK_WP_1,1.125266,-0.865518,-0.749555,-0.226248,0.045573,1.154562,1.177404,0.800000,-0.800000,0.900000,-0.115987,0.023363,0.588219
1.32,TRACK_WP_1,1.123003,-0.865062,-0.738009,-0.226271,0.045578,1.154653,1.177497,0.800000,-0.800000,0.900000,-0.115992,0.023364,0.588218
1.34,TRACK_WP_1,1.120740,-0.864606,-0.726462,-0.226293,0.045582,1.154734,1.177581,0.800000,-0.800000,0.900000,-0.115997,0.023365,0.588217
1.36,TRACK_WP_1,1.118477,-0.864150,-0.714915,-0.226314,0.045586,1.154807,1.177656,0.800000,-0.800000,0.900000,-0.116002,0.023366,0.588216
1.38,TRACK_WP_1,1.116214,-0.863695,-0.703366,-0.226333,0.045590,1.154871,1.177723,0.800000,-0.800000,0.900000,-0.116007,0.023367,0.588215
1.40,TRACK_WP_1,1.113951,-0.863239,-0.691817,-0.226351,0.045594,1.154928,1.177783,0.800000,-0.800000,0.900000,-0.116012,0.023368,0.588213
1.42,TRACK_WP_1,1.111687,-0.862783,-0.680268,-0.226368,0.045597,1.154979,1.177836,0.800000,-0.800000,0.900000,-0.116017,0.023369,0.588212
1.44,TRACK_WP_1,1.109423,-0.862327,-0.668718,-0.226384,0.045600,1.155024,1.177883,0.800000,-0.800000,0.900000,-0.116022,0.023370,0.588211
1.46,TRACK_WP_1,1.107159,-0.861871,-0.657167,-0.226398,0.045603,1.155064,1.177926,0.800000,-0.800000,0.900000,-0.116028,0.023371,0.588210
1.48,TRACK_WP_1,1.104895,-0.861415,-0.645616,-0.226411,0.045606,1.155100,1.177963,0.800000,-0.800000,0.900000,-0.116033,0.023372,0.588209
1.50,TRACK_WP_1,1.102631,-0.860959,-0.634065,-0.226424,0.045608,1.155131,1.177997,0.800000,-0.800000,0.900000,-0.116038,0.023373,0.588208
1.52,TRACK_WP_1,1.100367,-0.860503,-0.622514,-0.226436,0.045611,1.155159,1.178027,0.800000,-0.800000,0.900000,-0.116044,0.023375,0.588207
1.54,TRACK_WP_1,1.098103,-0.860046,-0.610962,-0.226447,0.045613,1.155184,1.178053,0.800000,-0.800000,0.900000,-0.116049,0.023376,0.588206
1.56,TRACK_WP_1,1.095838,-0.859590,-0.599410,-0.226458,0.045615,1.155206,1.178077,0.800000,-0.800000,0.900000,-0.116055,0.023377,0.588205
1.58,TRACK_WP_1,1.093573,-0.859134,-0.587858,-0.226468,0.045617,1.155225,1.178098,0.800000,-0.800000,0.900000,-0.116060,0.023378,0.588204
1.60,TRACK_WP_1,1.091309,-0.858678,-0.576305,-0.226479,0.045619,1.155242,1.178117,0.800000,-0.800000,0.900000,-0.116066,0.023379,0.588202
1.62,TRACK_WP_1,1.089044,-0.858222,-0.564753,-0.226489,0.045621,1.155257,1.178133,0.800000,-0.800000,0.900000,-0.116071,0.023380,0.588201
1.64,TRACK_WP_1,1.086779,-0.857765,-0.553200,-0.226499,0.045623,1.155270,1.178148,0.800000,-0.800000,0.900000,-0.116077,0.023381,0.588200
1.66,TRACK_WP_1,1.084514,-0.857309,-0.541648,-0.226508,0.045625,1.155282,1.178161,0.800000,-0.800000,0.900000,-0.116083,0.023382,0.588199
1.68,TRACK_WP_1,1.082249,-0.856853,-0.530095,-0.226518,0.045627,1.155292,1.178173,0.800000,-0.800000,0.900000,-0.116089,0.023384,0.588198
1.70,TRACK_WP_1,1.079983,-0.856397,-0.518542,-0.226528,0.045629,1.155301,1.178184,0.800000,-0.800000,0.900000,-0.116095,0.023385,0.588197
1.72,TRACK_WP_1,1.077718,-0.855940,-0.506989,-0.226538,0.045631,1.155308,1.178193,0.800000,-0.800000,0.900000,-0.116101,0.023386,0.588195
1.74,TRACK_WP_1,1.075453,-0.855484,-0.495436,-0.226548,0.045633,1.155314,1.178201,0.800000,-0.800000,0.900000,-0.116107,0.023387,0.588194
1.76,TRACK_WP_1,1.073187,-0.855028,-0.483882,-0.226558,0.045635,1.155320,1.178209,0.800000,-0.800000,0.900000,-0.116113,0.023388,0.588193
1.78,TRACK_WP_1,1.070922,-0.854571,-0.472329,-0.226569,0.045637,1.155325,1.178215,0.800000,-0.800000,0.900000,-0.116119,0.023390,0.588192
1.80,TRACK_WP_1,1.068656,-0.854115,-0.460776,-0.226579,0.045640,1.155328,1.178221,0.800000,-0.800000,0.900000,-0.116125,0.023391,0.588190
1.82,TRACK_WP_1,1.066390,-0.853659,-0.449223,-0.226590,0.045642,1.155332,1.178226,0.800000,-0.800000,0.900000,-0.116132,0.023392,0.588189
1.84,TRACK_WP_1,1.064124,-0.853202,-0.437669,-0.226601,0.045644,1.155334,1.178231,0.800000,-0.800000,0.900000,-0.116138,0.023394,0.588188
1.86,TRACK_WP_1,1.061858,-0.852746,-0.426116,-0.226612,0.045646,1.155336,1.178235,0.800000,-0.800000,0.900000,-0.116145,0.023395,0.588186
1.88,TRACK_WP_1,1.059592,-0.852289,-0.414563,-0.226623,0.045648,1.155338,1.178239,0.800000,-0.800000,0.900000,-0.116151,0.023396,0.588185
1.90,TRACK_WP_1,1.057325,-0.851833,-0.403009,-0.226635,0.045651,1.155339,1.178242,0.800000,-0.800000,0.900000,-0.116158,0.023398,0.588184
1.92,TRACK_WP_1,1.055059,-0.851376,-0.391456,-0.226646,0.045653,1.155340,1.178245,0.800000,-0.800000,0.900000,-0.116164,0.023399,0.588182
1.94,TRACK_WP_1,1.052793,-0.850920,-0.379902,-0.226658,0.045655,1.155340,1.178248,0.800000,-0.800000,0.900000,-0.116171,0.023400,0.588181
1.96,TRACK_WP_1,1.050526,-0.850463,-0.368349,-0.226670,0.045658,1.155340,1.178250,0.800000,-0.800000,0.900000,-0.116178,0.023402,0.588179
1.98,TRACK_WP_1,1.048259,-0.850007,-0.356796,-0.226682,0.045660,1.155340,1.178253,0.800000,-0.800000,0.900000,-0.116185,0.023403,0.588178
2.00,TRACK_WP_1,1.045992,-0.849550,-0.345242,-0.226694,0.045663,1.155339,1.178254,0.800000,-0.800000,0.900000,-0.116192,0.023404,0.588177
2.02,TRACK_WP_1,1.043725,-0.849093,-0.333689,-0.226706,0.045665,1.155338,1.178256,0.800000,-0.800000,0.900000,-0.116199,0.023406,0.588175
2.04,TRACK_WP_1,1.041458,-0.848637,-0.322135,-0.226719,0.045668,1.155337,1.178258,0.800000,-0.800000,0.900000,-0.116206,0.023407,0.588174
2.06,TRACK_WP_1,1.039191,-0.848180,-0.310582,-0.226732,0.045670,1.155336,1.178259,0.800000,-0.800000,0.900000,-0.116213,0.023409,0.588172
2.08,TRACK_WP_1,1.036924,-0.847723,-0.299029,-0.226744,0.045673,1.155335,1.178260,0.800000,-0.800000,0.900000,-0.116220,0.023410,0.588171
2.10,TRACK_WP_1,1.034656,-0.847266,-0.287475,-0.226757,0.045675,1.155333,1.178261,0.800000,-0.800000,0.900000,-0.116228,0.023412,0.588169
2.12,TRACK_WP_1,1.032388,-0.846810,-0.275922,-0.226770,0.045678,1.155331,1.178262,0.800000,-0.800000,0.900000,-0.116235,0.023413,0.588168
2.14,TRACK_WP_1,1.030121,-0.846353,-0.264369,-0.226784,0.045681,1.155330,1.178263,0.800000,-0.800000,0.900000,-0.116243,0.023415,0.588166
2.16,TRACK_WP_1,1.027853,-0.845896,-0.252815,-0.226797,0.045683,1.155328,1.178264,0.800000,-0.800000,0.900000,-0.116250,0.023416,0.588165
2.18,TRACK_WP_1,1.025585,-0.845439,-0.241262,-0.226810,0.045686,1.155326,1.178265,0.800000,-0.800000,0.900000,-0.116258,0.023418,0.588163
2.20,TRACK_WP_1,1.023317,-0.844982,-0.229709,-0.226824,0.045689,1.155323,1.178265,0.800000,-0.800000,0.900000,-0.116265,0.023419,0.588161
2.22,TRACK_WP_1,1.021048,-0.844525,-0.218156,-0.226838,0.045692,1.155321,1.178266,0.800000,-0.800000,0.900000,-0.116273,0.023421,0.588160
2.24,TRACK_WP_1,1.018780,-0.844069,-0.206602,-0.226852,0.045694,1.155319,1.178266,0.800000,-0.800000,0.900000,-0.116281,0.023422,0.588158
2.26,TRACK_WP_1,1.016511,-0.843612,-0.195049,-0.226866,0.045697,1.155316,1.178267,0.800000,-0.800000,0.900000,-0.116289,0.023424,0.588157
2.28,TRACK_WP_1,1.014242,-0.843155,-0.183496,-0.226880,0.045700,1.155314,1.178267,0.800000,-0.800000,0.900000,-0.116297,0.023426,0.588155
2.30,TRACK_WP_1,1.011974,-0.842698,-0.171943,-0.226894,0.045703,1.155311,1.178267,0.800000,-0.800000,0.900000,-0.116306,0.023427,0.588153
2.32,TRACK_WP_1,1.009705,-0.842241,-0.160390,-0.226909,0.045706,1.155308,1.178268,0.800000,-0.800000,0.900000,-0.116314,0.023429,0.588151
2.34,TRACK_WP_1,1.007435,-0.841783,-0.148837,-0.226924,0.045709,1.155306,1.178268,0.800000,-0.800000,0.900000,-0.116322,0.023431,0.588150
2.36,TRACK_WP_1,1.005166,-0.841326,-0.137284,-0.226938,0.045712,1.155303,1.178268,0.800000,-0.800000,0.900000,-0.116331,0.023432,0.588148
2.38,TRACK_WP_1,1.002897,-0.840869,-0.125731,-0.226953,0.045715,1.155300,1.178268,0.800000,-0.800000,0.900000,-0.116339,0.023434,0.588146
2.40,TRACK_WP_1,1.000627,-0.840412,-0.114178,-0.226968,0.045718,1.155297,1.178268,0.800000,-0.800000,0.900000,-0.116348,0.023436,0.588144
2.42,TRACK_WP_1,0.998357,-0.839955,-0.102625,-0.226984,0.045721,1.155294,1.178268,0.800000,-0.800000,0.900000,-0.116357,0.023438,0.588143
2.44,TRACK_WP_1,0.996087,-0.839498,-0.091072,-0.226999,0.045724,1.155291,1.178268,0.800000,-0.800000,0.900000,-0.116366,0.023439,0.588141
2.46,TRACK_WP_1,0.993817,-0.839040,-0.079519,-0.227015,0.045727,1.155288,1.178269,0.800000,-0.800000,0.900000,-0.116375,0.023441,0.588139
2.48,TRACK_WP_1,0.991547,-0.838583,-0.067966,-0.227031,0.045731,1.155285,1.178269,0.800000,-0.800000,0.900000,-0.116384,0.023443,0.588137
2.50,TRACK_WP_1,0.989277,-0.838126,-0.056413,-0.227047,0.045734,1.155282,1.178269,0.800000,-0.800000,0.900000,-0.116393,0.023445,0.588135
2.52,TRACK_WP_1,0.987006,-0.837668,-0.044861,-0.227063,0.045737,1.155278,1.178269,0.800000,-0.800000,0.900000,-0.116403,0.023447,0.588133
2.54,TRACK_WP_1,0.984735,-0.837211,-0.033308,-0.227080,0.045740,1.155275,1.178269,0.800000,-0.800000,0.900000,-0.116412,0.023449,0.588131
2.56,TRACK_WP_1,0.982464,-0.836754,-0.021755,-0.227096,0.045744,1.155272,1.178269,0.800000,-0.800000,0.900000,-0.116422,0.023451,0.588129
2.58,TRACK_WP_1,0.980193,-0.836296,-0.010202,-0.227113,0.045747,1.155268,1.178269,0.800000,-0.800000,0.900000,-0.116432,0.023453,0.588127
2.60,TRACK_WP_1,0.977922,-0.835839,0.001350,-0.227130,0.045751,1.155265,1.178269,0.800000,-0.800000,0.900000,-0.116442,0.023455,0.588125
2.62,TRACK_WP_1,0.975651,-0.835381,0.012903,-0.227148,0.045754,1.155261,1.178269,0.800000,-0.800000,0.900000,-0.116452,0.023457,0.588123
2.64,TRACK_WP_1,0.973379,-0.834924,0.024456,-0.227165,0.045758,1.155257,1.178269,0.800000,-0.800000,0.900000,-0.116462,0.023459,0.588121
2.66,TRACK_WP_1,0.971108,-0.834466,0.036008,-0.227183,0.045761,1.155254,1.178269,0.800000,-0.800000,0.900000,-0.116473,0.023461,0.588119
2.68,TRACK_WP_1,0.968836,-0.834008,0.047561,-0.227201,0.045765,1.155250,1.178269,0.800000,-0.800000,0.900000,-0.116483,0.023463,0.588117
2.70,TRACK_WP_1,0.966564,-0.833551,0.059113,-0.227219,0.045768,1.155246,1.178269,0.800000,-0.800000,0.900000,-0.116494,0.023465,0.588114
2.72,TRACK_WP_1,0.964291,-0.833093,0.070666,-0.227238,0.045772,1.155242,1.178269,0.800000,-0.800000,0.900000,-0.116505,0.023467,0.588112
2.74,TRACK_WP_1,0.962019,-0.832635,0.082218,-0.227256,0.045776,1.155239,1.178269,0.800000,-0.800000,0.900000,-0.116516,0.023470,0.588110
2.76,TRACK_WP_1,0.959746,-0.832177,0.093770,-0.227275,0.045780,1.155235,1.178269,0.800000,-0.800000,0.900000,-0.116527,0.023472,0.588107
2.78,TRACK_WP_1,0.957473,-0.831720,0.105323,-0.227295,0.045784,1.155231,1.178269,0.800000,-0.800000,0.900000,-0.116539,0.023474,0.588105
2.80,TRACK_WP_1,0.955200,-0.831262,0.116875,-0.227314,0.045788,1.155227,1.178269,0.800000,-0.800000,0.900000,-0.116551,0.023477,0.588103
2.82,TRACK_WP_1,0.952927,-0.830804,0.128427,-0.227334,0.045792,1.155222,1.178268,0.800000,-0.800000,0.900000,-0.116562,0.023479,0.588100
2.84,TRACK_WP_1,0.950654,-0.830346,0.139979,-0.227354,0.045796,1.155218,1.178268,0.800000,-0.800000,0.900000,-0.116574,0.023481,0.588098
2.86,TRACK_WP_1,0.948380,-0.829888,0.151532,-0.227375,0.045800,1.155214,1.178268,0.800000,-0.800000,0.900000,-0.116587,0.023484,0.588095
2.88,TRACK_WP_1,0.946106,-0.829430,0.163084,-0.227395,0.045804,1.155210,1.178268,0.800000,-0.800000,0.900000,-0.116599,0.023486,0.588093
2.90,TRACK_WP_1,0.943832,-0.828972,0.174636,-0.227416,0.045808,1.155205,1.178268,0.800000,-0.800000,0.900000,-0.116612,0.023489,0.588090
2.92,TRACK_WP_1,0.941558,-0.828514,0.186188,-0.227438,0.045812,1.155201,1.178268,0.800000,-0.800000,0.900000,-0.116625,0.023492,0.588087
2.94,TRACK_WP_1,0.939283,-0.828056,0.197740,-0.227460,0.045817,1.155196,1.178268,0.800000,-0.800000,0.900000,-0.116638,0.023494,0.588085
2.96,TRACK_WP_1,0.937009,-0.827597,0.209292,-0.227482,0.045821,1.155192,1.178268,0.800000,-0.800000,0.900000,-0.116652,0.023497,0.588082
2.98,TRACK_WP_1,0.934734,-0.827139,0.220844,-0.227504,0.045826,1.155187,1.178268,0.800000,-0.800000,0.900000,-0.116665,0.023500,0.588079
3.00,TRACK_WP_1,0.932458,-0.826681,0.232395,-0.227527,0.045830,1.155182,1.178268,0.800000,-0.800000,0.900000,-0.116679,0.023503,0.588076
3.02,TRACK_WP_1,0.930183,-0.826223,0.243947,-0.227550,0.045835,1.155177,1.178267,0.800000,-0.800000,0.900000,-0.116694,0.023505,0.588073
3.04,TRACK_WP_1,0.927907,-0.825764,0.255499,-0.227574,0.045840,1.155172,1.178267,0.800000,-0.800000,0.900000,-0.116708,0.023508,0.588070
3.06,TRACK_WP_1,0.925632,-0.825306,0.267051,-0.227598,0.045845,1.155167,1.178267,0.800000,-0.800000,0.900000,-0.116723,0.023511,0.588067
3.08,TRACK_WP_1,0.923355,-0.824847,0.278602,-0.227622,0.045850,1.155162,1.178267,0.800000,-0.800000,0.900000,-0.116738,0.023514,0.588064
3.10,TRACK_WP_1,0.921079,-0.824389,0.290154,-0.227647,0.045855,1.155157,1.178267,0.800000,-0.800000,0.900000,-0.116754,0.023518,0.588061
3.12,TRACK_WP_1,0.918802,-0.823930,0.301705,-0.227673,0.045860,1.155151,1.178267,0.800000,-0.800000,0.900000,-0.116770,0.023521,0.588057
3.14,TRACK_WP_1,0.916526,-0.823472,0.313257,-0.227699,0.045865,1.155146,1.178267,0.800000,-0.800000,0.900000,-0.116786,0.023524,0.588054
3.16,TRACK_WP_1,0.914249,-0.823013,0.324808,-0.227725,0.045870,1.155140,1.178266,0.800000,-0.800000,0.900000,-0.116803,0.023527,0.588051
3.18,TRACK_WP_1,0.911971,-0.822554,0.336360,-0.227752,0.045876,1.155135,1.178266,0.800000,-0.800000,0.900000,-0.116820,0.023531,0.588047
3.20,TRACK_WP_1,0.909693,-0.822095,0.347911,-0.227780,0.045881,1.155129,1.178266,0.800000,-0.800000,0.900000,-0.116837,0.023534,0.588044
3.22,TRACK_WP_1,0.907416,-0.821637,0.359462,-0.227808,0.045887,1.155123,1.178266,0.800000,-0.800000,0.900000,-0.116855,0.023538,0.588040
3.24,TRACK_WP_1,0.905137,-0.821178,0.371013,-0.227836,0.045893,1.155117,1.178266,0.800000,-0.800000,0.900000,-0.116874,0.023542,0.588036
3.26,TRACK_WP_1,0.902859,-0.820719,0.382565,-0.227866,0.045899,1.155111,1.178266,0.800000,-0.800000,0.900000,-0.116892,0.023545,0.588032
3.28,TRACK_WP_1,0.900580,-0.820260,0.394116,-0.227895,0.045905,1.155104,1.178265,0.800000,-0.800000,0.900000,-0.116912,0.023549,0.588028
3.30,TRACK_WP_1,0.898301,-0.819801,0.405667,-0.227926,0.045911,1.155098,1.178265,0.800000,-0.800000,0.900000,-0.116932,0.023553,0.588024
