time_s,phase,x,y,z,vx,vy,vz,speed,wp_x,wp_y,wp_z,v_cmd_x,v_cmd_y,v_cmd_z
8.64,TRACK_WP_2,-0.856713,0.644408,1.245086,-0.872097,0.753210,0.211753,1.171630,-1.500000,1.200000,1.400000,-0.446726,0.385827,0.107579
8.66,TRACK_WP_2,-0.865434,0.651940,1.247203,-0.872100,0.753212,0.211733,1.171630,-1.500000,1.200000,1.400000,-0.446728,0.385828,0.107567
8.68,TRACK_WP_2,-0.874155,0.659472,1.249320,-0.872102,0.753214,0.211712,1.171630,-1.500000,1.200000,1.400000,-0.446729,0.385830,0.107555
8.70,TRACK_WP_2,-0.882876,0.667004,1.251437,-0.872105,0.753217,0.211692,1.171630,-1.500000,1.200000,1.400000,-0.446731,0.385831,0.107543
8.72,TRACK_WP_2,-0.891597,0.674537,1.253554,-0.872108,0.753219,0.211670,1.171630,-1.500000,1.200000,1.400000,-0.446733,0.385833,0.107531
8.74,TRACK_WP_2,-0.900318,0.682069,1.255671,-0.872111,0.753222,0.211649,1.171630,-1.500000,1.200000,1.400000,-0.446735,0.385834,0.107518
8.76,TRACK_WP_2,-0.909039,0.689601,1.257787,-0.872114,0.753225,0.211627,1.171630,-1.500000,1.200000,1.400000,-0.446736,0.385836,0.107506
8.78,TRACK_WP_2,-0.917760,0.697133,1.259903,-0.872117,0.753227,0.211605,1.171630,-1.500000,1.200000,1.400000,-0.446738,0.385837,0.107493
8.80,TRACK_WP_2,-0.926482,0.704666,1.262019,-0.872120,0.753230,0.211582,1.171630,-1.500000,1.200000,1.400000,-0.446740,0.385839,0.107479
8.82,TRACK_WP_2,-0.935203,0.712198,1.264135,-0.872123,0.753232,0.211560,1.171630,-1.500000,1.200000,1.400000,-0.446742,0.385840,0.107466
8.84,TRACK_WP_2,-0.943924,0.719730,1.266250,-0.872126,0.753235,0.211537,1.171629,-1.500000,1.200000,1.400000,-0.446744,0.385842,0.107452
8.86,TRACK_WP_2,-0.952645,0.727263,1.268366,-0.872130,0.753238,0.211513,1.171629,-1.500000,1.200000,1.400000,-0.446746,0.385844,0.107439
8.88,TRACK_WP_2,-0.961367,0.734795,1.270481,-0.872133,0.753241,0.211489,1.171629,-1.500000,1.200000,1.400000,-0.446747,0.385845,0.107424
8.90,TRACK_WP_2,-0.970088,0.742327,1.272596,-0.872136,0.753244,0.211465,1.171629,-1.500000,1.200000,1.400000,-0.446749,0.385847,0.107410
8.92,TRACK_WP_2,-0.978809,0.749860,1.274710,-0.872140,0.753247,0.211440,1.171629,-1.500000,1.200000,1.400000,-0.446752,0.385849,0.107395
8.94,TRACK_WP_2,-0.987531,0.757392,1.276824,-0.872143,0.753250,0.211415,1.171629,-1.500000,1.200000,1.400000,-0.446754,0.385851,0.107380
8.96,TRACK_WP_2,-0.996252,0.764925,1.278938,-0.872146,0.753253,0.211390,1.171629,-1.500000,1.200000,1.400000,-0.446756,0.385852,0.107365
8.98,TRACK_WP_2,-1.004974,0.772457,1.281052,-0.872150,0.753256,0.211364,1.171629,-1.500000,1.200000,1.400000,-0.446758,0.385854,0.107350
9.00,TRACK_WP_2,-1.013695,0.779990,1.283166,-0.872154,0.753259,0.211337,1.171629,-1.500000,1.200000,1.400000,-0.446760,0.385856,0.107334
9.02,TRACK_WP_2,-1.022417,0.787523,1.285279,-0.872157,0.753262,0.211310,1.171629,-1.500000,1.200000,1.400000,-0.446762,0.385858,0.107318
9.04,TRACK_WP_2,-1.031138,0.795055,1.287392,-0.872161,0.753265,0.211283,1.171629,-1.500000,1.200000,1.400000,-0.446764,0.385860,0.107301
9.06,TRACK_WP_2,-1.039860,0.802588,1.289505,-0.872165,0.753268,0.211255,1.171628,-1.500000,1.200000,1.400000,-0.446767,0.385862,0.107284
9.08,TRACK_WP_2,-1.048582,0.810121,1.291617,-0.872169,0.753272,0.211227,1.171628,-1.500000,1.200000,1.400000,-0.446769,0.385864,0.107267
9.10,TRACK_WP_2,-1.057303,0.817653,1.293729,-0.872173,0.753275,0.211198,1.171628,-1.500000,1.200000,1.400000,-0.446772,0.385866,0.107249
9.12,TRACK_WP_2,-1.066025,0.825186,1.295841,-0.872177,0.753278,0.211168,1.171628,-1.500000,1.200000,1.400000,-0.446774,0.385868,0.107231
9.14,TRACK_WP_2,-1.074747,0.832719,1.297952,-0.872181,0.753282,0.211138,1.171628,-1.500000,1.200000,1.400000,-0.446777,0.385871,0.107213
9.16,TRACK_WP_2,-1.083469,0.840252,1.300064,-0.872185,0.753286,0.211107,1.171628,-1.500000,1.200000,1.400000,-0.446779,0.385873,0.107194
9.18,TRACK_WP_2,-1.092191,0.847785,1.302175,-0.872189,0.753289,0.211076,1.171628,-1.500000,1.200000,1.400000,-0.446782,0.385875,0.107174
9.20,TRACK_WP_2,-1.100913,0.855318,1.304285,-0.872193,0.753293,0.211044,1.171628,-1.500000,1.200000,1.400000,-0.446785,0.385877,0.107154
9.22,TRACK_WP_2,-1.109635,0.862850,1.306396,-0.872198,0.753297,0.211011,1.171627,-1.500000,1.200000,1.400000,-0.446787,0.385880,0.107134
9.24,TRACK_WP_2,-1.118356,0.870383,1.308505,-0.872202,0.753301,0.210978,1.171627,-1.500000,1.200000,1.400000,-0.446790,0.385882,0.107113
9.26,TRACK_WP_2,-1.127079,0.877916,1.310615,-0.872207,0.753305,0.210943,1.171627,-1.500000,1.200000,1.400000,-0.446793,0.385885,0.107091
9.28,TRACK_WP_2,-1.135801,0.885450,1.312724,-0.872212,0.753309,0.210908,1.171627,-1.500000,1.200000,1.400000,-0.437039,0.377461,0.104731
9.30,TRACK_WP_2,-1.144523,0.892983,1.314832,-0.872197,0.753296,0.210554,1.171544,-1.500000,1.200000,1.400000,-0.426573,0.368421,0.102201
9.32,TRACK_WP_2,-1.153244,0.900515,1.316935,-0.872057,0.753175,0.209723,1.171213,-1.500000,1.200000,1.400000,-0.416107,0.359382,0.099678
9.34,TRACK_WP_2,-1.161963,0.908045,1.319026,-0.871530,0.752720,0.208392,1.170290,-1.500000,1.200000,1.400000,-0.405645,0.350346,0.097169
9.36,TRACK_WP_2,-1.170673,0.915568,1.321102,-0.870268,0.751630,0.206658,1.168341,-1.500000,1.200000,1.400000,-0.395193,0.341319,0.094677
9.38,TRACK_WP_2,-1.179364,0.923075,1.323160,-0.867913,0.749595,0.204645,1.164923,-1.500000,1.200000,1.400000,-0.384763,0.332311,0.092209
9.40,TRACK_WP_2,-1.188026,0.930555,1.325195,-0.864152,0.746346,0.202459,1.159647,-1.500000,1.200000,1.400000,-0.374369,0.323334,0.089765
9.42,TRACK_WP_2,-1.196642,0.937997,1.327209,-0.858758,0.741683,0.200164,1.152226,-1.500000,1.200000,1.400000,-0.364030,0.314404,0.087350
9.44,TRACK_WP_2,-1.205195,0.945384,1.329198,-0.851594,0.735492,0.197790,1.142489,-1.500000,1.200000,1.400000,-0.353766,0.305539,0.084962
9.46,TRACK_WP_2,-1.213668,0.952701,1.331164,-0.842619,0.727735,0.195336,1.130381,-1.500000,1.200000,1.400000,-0.343599,0.296758,0.082604
9.48,TRACK_WP_2,-1.222042,0.959933,1.333104,-0.831869,0.718445,0.192778,1.115945,-1.500000,1.200000,1.400000,-0.333550,0.288080,0.080275
9.50,TRACK_WP_2,-1.230300,0.967065,1.335018,-0.819444,0.707708,0.190080,1.099304,-1.500000,1.200000,1.400000,-0.323640,0.279522,0.077978
9.52,TRACK_WP_2,-1.238425,0.974083,1.336904,-0.805489,0.695650,0.187208,1.080642,-1.500000,1.200000,1.400000,-0.313889,0.271100,0.075715
9.54,TRACK_WP_2,-1.246405,0.980974,1.338761,-0.790179,0.682421,0.184129,1.060181,-1.500000,1.200000,1.400000,-0.304314,0.262831,0.073487
9.56,TRACK_WP_2,-1.254225,0.987728,1.340586,-0.773704,0.668185,0.180824,1.038165,-1.500000,1.200000,1.400000,-0.294930,0.254726,0.071297
9.58,TRACK_WP_2,-1.261876,0.994335,1.342376,-0.756257,0.653111,0.177289,1.014845,-1.500000,1.200000,1.400000,-0.285749,0.246798,0.069148
9.60,TRACK_WP_2,-1.269348,1.000788,1.344131,-0.738031,0.637363,0.173530,0.990472,-1.500000,1.200000,1.400000,-0.276783,0.239054,0.067043
9.62,TRACK_WP_2,-1.276634,1.007081,1.345846,-0.719206,0.621099,0.169566,0.965285,-1.500000,1.200000,1.400000,-0.268039,0.231503,0.064984
9.64,TRACK_WP_2,-1.283731,1.013209,1.347522,-0.699953,0.604466,0.165425,0.939510,-1.500000,1.200000,1.400000,-0.259523,0.224149,0.062974
9.66,TRACK_WP_2,-1.290632,1.019170,1.349154,-0.680426,0.587597,0.161140,0.913354,-1.500000,1.200000,1.400000,-0.251241,0.216997,0.061015
9.68,TRACK_WP_2,-1.297338,1.024961,1.350744,-0.660765,0.570614,0.156749,0.887006,-1.500000,1.200000,1.400000,-0.243194,0.210047,0.059107
9.70,TRACK_WP_2,-1.303848,1.030582,1.352289,-0.641093,0.553623,0.152289,0.860634,-1.500000,1.200000,1.400000,-0.235383,0.203302,0.057253
9.72,TRACK_WP_2,-1.310161,1.036033,1.353790,-0.621520,0.536719,0.147798,0.834385,-1.500000,1.200000,1.400000,-0.227807,0.196760,0.055452
9.74,TRACK_WP_2,-1.316279,1.041317,1.355246,-0.602138,0.519982,0.143311,0.808387,-1.500000,1.200000,1.400000,-0.220466,0.190420,0.053705
9.76,TRACK_WP_2,-1.322204,1.046434,1.356656,-0.583027,0.503481,0.138857,0.782748,-1.500000,1.200000,1.400000,-0.213355,0.184279,0.052012
9.78,TRACK_WP_2,-1.327940,1.051387,1.358023,-0.564254,0.487273,0.134465,0.757561,-1.500000,1.200000,1.400000,-0.206472,0.178335,0.050372
9.80,TRACK_WP_2,-1.333491,1.056180,1.359346,-0.545873,0.471405,0.130157,0.732899,-1.500000,1.200000,1.400000,-0.199811,0.172584,0.048785
9.82,TRACK_WP_2,-1.338859,1.060817,1.360627,-0.527928,0.455914,0.125950,0.708822,-1.500000,1.200000,1.400000,-0.193369,0.167020,0.047248
9.84,TRACK_WP_2,-1.344051,1.065300,1.361866,-0.510451,0.440828,0.121859,0.685375,-1.500000,1.200000,1.400000,-0.187139,0.161640,0.045761
9.86,TRACK_WP_2,-1.349070,1.069635,1.363064,-0.493469,0.426168,0.117893,0.662593,-1.500000,1.200000,1.400000,-0.181116,0.156439,0.044323
9.88,TRACK_WP_2,-1.353922,1.073825,1.364224,-0.476997,0.411950,0.114058,0.640498,-1.500000,1.200000,1.400000,-0.175294,0.151410,0.042931
9.90,TRACK_WP_2,-1.358612,1.077875,1.365346,-0.461045,0.398180,0.110358,0.619103,-1.500000,1.200000,1.400000,-0.169666,0.146550,0.041585
9.92,TRACK_WP_2,-1.363145,1.081790,1.366432,-0.445619,0.384862,0.106793,0.598414,-1.500000,1.200000,1.400000,-0.164227,0.141852,0.040282
9.94,TRACK_WP_2,-1.367526,1.085574,1.367482,-0.430716,0.371996,0.103362,0.578430,-1.500000,1.200000,1.400000,-0.158969,0.137311,0.039021
9.96,TRACK_WP_2,-1.371761,1.089231,1.368499,-0.416332,0.359578,0.100062,0.559143,-1.500000,1.200000,1.400000,-0.153887,0.132922,0.037801
9.98,TRACK_WP_2,-1.375854,1.092767,1.369484,-0.402458,0.347599,0.096890,0.540542,-1.500000,1.200000,1.400000,-0.148975,0.128680,0.036619
10.00,TRACK_WP_2,-1.379811,1.096185,1.370438,-0.389083,0.336051,0.093839,0.522610,-1.500000,1.200000,1.400000,-0.144226,0.124578,0.035475
10.02,TRACK_WP_2,-1.383637,1.099489,1.371361,-0.376194,0.324922,0.090904,0.505331,-1.500000,1.200000,1.400000,-0.139635,0.120613,0.034367
10.04,TRACK_WP_2,-1.387337,1.102684,1.372256,-0.363776,0.314199,0.088081,0.488684,-1.500000,1.200000,1.400000,-0.135196,0.116779,0.033293
10.06,TRACK_WP_2,-1.390914,1.105775,1.373123,-0.351813,0.303868,0.085362,0.472646,-1.500000,1.200000,1.400000,-0.130903,0.113071,0.032252
10.08,TRACK_WP_2,-1.394375,1.108763,1.373964,-0.340288,0.293915,0.082743,0.457196,-1.500000,1.200000,1.400000,-0.126750,0.109484,0.031244
10.10,TRACK_WP_2,-1.397722,1.111654,1.374778,-0.329183,0.284326,0.080217,0.442309,-1.500000,1.200000,1.400000,-0.122734,0.106015,0.030266
10.12,TRACK_WP_2,-1.400960,1.114451,1.375568,-0.318483,0.275085,0.077780,0.427963,-1.500000,1.200000,1.400000,-0.118848,0.102659,0.029318
10.14,TRACK_WP_2,-1.404093,1.117157,1.376334,-0.308169,0.266177,0.075426,0.414135,-1.500000,1.200000,1.400000,-0.115089,0.099412,0.028399
10.16,TRACK_WP_2,-1.407124,1.119775,1.377077,-0.298226,0.257589,0.073151,0.400802,-1.500000,1.200000,1.400000,-0.111451,0.096270,0.027508
10.18,TRACK_WP_2,-1.410058,1.122310,1.377797,-0.288636,0.249307,0.070950,0.387941,-1.500000,1.200000,1.400000,-0.107930,0.093228,0.026643
10.20,TRACK_WP_2,-1.412898,1.124763,1.378496,-0.279384,0.241316,0.068819,0.375532,-1.500000,1.200000,1.400000,-0.104522,0.090285,0.025805
10.22,TRACK_WP_2,-1.415647,1.127137,1.379174,-0.270454,0.233604,0.066755,0.363556,-1.500000,1.200000,1.400000,-0.101224,0.087436,0.024991
10.24,TRACK_WP_2,-1.418308,1.129436,1.379831,-0.261833,0.226159,0.064755,0.351991,-1.500000,1.200000,1.400000,-0.098030,0.084677,0.024202
10.26,TRACK_WP_2,-1.420885,1.131661,1.380469,-0.253508,0.218968,0.062815,0.340821,-1.500000,1.200000,1.400000,-0.094938,0.082007,0.023437
10.28,TRACK_WP_2,-1.423379,1.133816,1.381088,-0.245464,0.212020,0.060932,0.330027,-1.500000,1.200000,1.400000,-0.091945,0.079421,0.022695
10.30,REACH_WP_2,-1.425795,1.135902,1.381688,-0.237690,0.205306,0.059105,0.319594,-1.500000,1.200000,1.400000,0.000000,0.000000,0.000000
10.30,HOVER_WP_2,-1.425795,1.135902,1.381688,-0.237690,0.205306,0.059105,0.319594,-1.500000,1.200000,1.400000,0.000000,0.000000,0.000000
10.32,HOVER_WP_2,-1.428134,1.137923,1.382263,-0.229718,0.198413,0.060926,0.309597,-1.500000,1.200000,1.400000,0.000000,0.000000,0.000000
10.34,HOVER_WP_2,-1.430392,1.139873,1.382851,-0.221627,0.191417,0.056587,0.298263,-1.500000,1.200000,1.400000,0.000000,0.000000,0.000000
10.36,HOVER_WP_2,-1.432560,1.141746,1.383394,-0.211458,0.182608,0.053572,0.284482,-1.500000,1.200000,1.400000,0.000000,0.000000,0.000000
10.38,HOVER_WP_2,-1.434614,1.143519,1.383907,-0.198553,0.171420,0.050590,0.267147,-1.500000,1.200000,1.400000,0.000000,0.000000,0.000000
10.40,HOVER_WP_2,-1.436524,1.145168,1.384390,-0.183002,0.157951,0.046859,0.246239,-1.500000,1.200000,1.400000,0.000000,0.000000,0.000000
10.42,HOVER_WP_2,-1.438267,1.146672,1.384834,-0.165333,0.142671,0.042348,0.222449,-1.500000,1.200000,1.400000,0.000000,0.000000,0.000000
10.44,HOVER_WP_2,-1.439827,1.148018,1.385232,-0.146326,0.126250,0.037263,0.196822,-1.500000,1.200000,1.400000,0.000000,0.000000,0.000000
10.46,HOVER_WP_2,-1.441192,1.149196,1.385578,-0.126826,0.109406,0.031876,0.170501,-1.500000,1.200000,1.400000,0.000000,0.000000,0.000000
10.48,HOVER_WP_2,-1.442364,1.150207,1.385870,-0.107607,0.092802,0.026468,0.144541,-1.500000,1.200000,1.400000,0.000000,0.000000,0.000000
10.50,TRACK_WP_3,-1.443348,1.151055,1.386108,-0.089291,0.076972,0.021301,0.119797,2.200000,0.500000,1.000000,0.587456,-0.104976,-0.062256
10.52,TRACK_WP_3,-1.444155,1.151751,1.386292,-0.062843,0.055560,0.058181,0.102084,2.200000,0.500000,1.000000,0.587439,-0.105062,-0.062270
10.54,TRACK_WP_3,-1.444692,1.152236,1.386871,-0.041613,0.040385,0.068127,0.089465,2.200000,0.500000,1.000000,0.587419,-0.105122,-0.062352
10.56,TRACK_WP_3,-1.444985,1.152573,1.387582,-0.014987,0.026885,0.076658,0.082607,2.200000,0.500000,1.000000,0.587400,-0.105164,-0.062460
10.58,TRACK_WP_3,-1.444966,1.152779,1.388369,0.024752,0.012801,0.090428,0.094625,2.200000,0.500000,1.000000,0.587382,-0.105194,-0.062585
10.60,TRACK_WP_3,-1.444489,1.152841,1.389274,0.078348,-0.002024,0.100420,0.127384,2.200000,0.500000,1.000000,0.587362,-0.105215,-0.062737
10.62,TRACK_WP_3,-1.443404,1.152748,1.390268,0.144913,-0.017702,0.103705,0.179074,2.200000,0.500000,1.000000,0.587341,-0.105227,-0.062914
10.64,TRACK_WP_3,-1.441589,1.152492,1.391274,0.222422,-0.034155,0.099447,0.246024,2.200000,0.500000,1.000000,0.587319,-0.105234,-0.063105
10.66,TRACK_WP_3,-1.438951,1.152067,1.392208,0.306906,-0.050979,0.086900,0.323020,2.200000,0.500000,1.000000,0.587297,-0.105238,-0.063299
10.68,TRACK_WP_3,-1.435446,1.151473,1.392982,0.393939,-0.067715,0.066570,0.405222,2.200000,0.500000,1.000000,0.587277,-0.105240,-0.063483
10.70,TRACK_WP_3,-1.431070,1.150713,1.393524,0.479849,-0.084001,0.040148,0.488798,2.200000,0.500000,1.000000,0.587259,-0.105241,-0.063645
10.72,TRACK_WP_3,-1.425850,1.149793,1.393781,0.562219,-0.099587,0.009913,0.571057,2.200000,0.500000,1.000000,0.587245,-0.105241,-0.063777
10.74,TRACK_WP_3,-1.419831,1.148722,1.393726,0.639776,-0.114300,-0.021828,0.650272,2.200000,0.500000,1.000000,0.587235,-0.105240,-0.063873
10.76,TRACK_WP_3,-1.413064,1.147509,1.393354,0.712012,-0.128018,-0.053070,0.725373,2.200000,0.500000,1.000000,0.587229,-0.105239,-0.063932
10.78,TRACK_WP_3,-1.405604,1.146164,1.392677,0.778811,-0.140650,-0.082236,0.795671,2.200000,0.500000,1.000000,0.587227,-0.105238,-0.063953
10.80,TRACK_WP_3,-1.397504,1.144699,1.391723,0.840190,-0.152144,-0.108188,0.860681,2.200000,0.500000,1.000000,0.587228,-0.105236,-0.063942
10.82,TRACK_WP_3,-1.388818,1.143125,1.390527,0.896170,-0.162484,-0.130195,0.920039,2.200000,0.500000,1.000000,0.587233,-0.105234,-0.063901
10.84,TRACK_WP_3,-1.379600,1.141454,1.389132,0.946725,-0.171682,-0.147900,0.973467,2.200000,0.500000,1.000000,0.587240,-0.105232,-0.063838
10.86,TRACK_WP_3,-1.369903,1.139696,1.387581,0.991804,-0.179769,-0.161290,1.020787,2.200000,0.500000,1.000000,0.587249,-0.105230,-0.063757
10.88,TRACK_WP_3,-1.359784,1.137862,1.385917,1.031371,-0.186791,-0.170633,1.061947,2.200000,0.500000,1.000000,0.587260,-0.105228,-0.063665
10.90,TRACK_WP_3,-1.349296,1.135963,1.384177,1.065468,-0.192798,-0.176402,1.097046,2.200000,0.500000,1.000000,0.587270,-0.105227,-0.063566
10.92,TRACK_WP_3,-1.338493,1.134009,1.382395,1.094247,-0.197849,-0.179186,1.126334,2.200000,0.500000,1.000000,0.587281,-0.105226,-0.063466
10.94,TRACK_WP_3,-1.327428,1.132009,1.380598,1.117977,-0.202007,-0.179608,1.150191,2.200000,0.500000,1.000000,0.587292,-0.105225,-0.063367
10.96,TRACK_WP_3,-1.316150,1.129972,1.378806,1.137032,-0.205341,-0.178265,1.169096,2.200000,0.500000,1.000000,0.587303,-0.105224,-0.063272
10.98,TRACK_WP_3,-1.304702,1.127905,1.377035,1.151861,-0.207927,-0.175693,1.183590,2.200000,0.500000,1.000000,0.587312,-0.105223,-0.063183
11.00,TRACK_WP_3,-1.293125,1.125816,1.375294,1.162960,-0.209847,-0.172343,1.194242,2.200000,0.500000,1.000000,0.587322,-0.105222,-0.063101
11.02,TRACK_WP_3,-1.281454,1.123710,1.373589,1.170844,-0.211185,-0.168571,1.201620,2.200000,0.500000,1.000000,0.587330,-0.105221,-0.063025
11.04,TRACK_WP_3,-1.269717,1.121594,1.371923,1.176019,-0.212028,-0.164649,1.206269,2.200000,0.500000,1.000000,0.587337,-0.105220,-0.062957
11.06,TRACK_WP_3,-1.257941,1.119471,1.370296,1.178964,-0.212460,-0.160767,1.208694,2.200000,0.500000,1.000000,0.587344,-0.105219,-0.062896
11.08,TRACK_WP_3,-1.246144,1.117346,1.368707,1.180121,-0.212561,-0.157053,1.209353,2.200000,0.500000,1.000000,0.587350,-0.105218,-0.062841
11.10,TRACK_WP_3,-1.234343,1.115221,1.367155,1.179886,-0.212404,-0.153582,1.208650,2.200000,0.500000,1.000000,0.587355,-0.105218,-0.062792
11.12,TRACK_WP_3,-1.222550,1.113098,1.365636,1.178605,-0.212055,-0.150392,1.206936,2.200000,0.500000,1.000000,0.587360,-0.105217,-0.062748
11.14,TRACK_WP_3,-1.210773,1.110980,1.364147,1.176574,-0.211571,-0.147493,1.204510,2.200000,0.500000,1.000000,0.587365,-0.105216,-0.062709
11.16,TRACK_WP_3,-1.199020,1.108867,1.362686,1.174044,-0.211001,-0.144879,1.201620,2.200000,0.500000,1.000000,0.587368,-0.105215,-0.062674
11.18,TRACK_WP_3,-1.187293,1.106760,1.361249,1.171219,-0.210382,-0.142532,1.198470,2.200000,0.500000,1.000000,0.587372,-0.105215,-0.062642
11.20,TRACK_WP_3,-1.175596,1.104659,1.359835,1.168263,-0.209749,-0.140430,1.195221,2.200000,0.500000,1.000000,0.587375,-0.105215,-0.062614
11.22,TRACK_WP_3,-1.163928,1.102565,1.358441,1.165306,-0.209125,-0.138549,1.192002,2.200000,0.500000,1.000000,0.587378,-0.105214,-0.062588
11.24,TRACK_WP_3,-1.152290,1.100477,1.357064,1.162446,-0.208528,-0.136865,1.188906,2.200000,0.500000,1.000000,0.587380,-0.105214,-0.062564
11.26,TRACK_WP_3,-1.140679,1.098394,1.355703,1.159754,-0.207972,-0.135356,1.186003,2.200000,0.500000,1.000000,0.587383,-0.105214,-0.062542
11.28,TRACK_WP_3,-1.129094,1.096317,1.354357,1.157278,-0.207465,-0.134002,1.183338,2.200000,0.500000,1.000000,0.587385,-0.105214,-0.062523
11.30,TRACK_WP_3,-1.117532,1.094245,1.353024,1.155047,-0.207011,-0.132786,1.180940,2.200000,0.500000,1.000000,0.587387,-0.105214,-0.062505
11.32,TRACK_WP_3,-1.105992,1.092177,1.351701,1.153076,-0.206614,-0.131694,1.178820,2.200000,0.500000,1.000000,0.587388,-0.105214,-0.062488
11.34,TRACK_WP_3,-1.094470,1.090112,1.350390,1.151367,-0.206272,-0.130711,1.176979,2.200000,0.500000,1.000000,0.587390,-0.105215,-0.062473
11.36,TRACK_WP_3,-1.082964,1.088051,1.349087,1.149913,-0.205983,-0.129828,1.175408,2.200000,0.500000,1.000000,0.587391,-0.105215,-0.062459
11.38,TRACK_WP_3,-1.071471,1.085993,1.347793,1.148702,-0.205744,-0.129034,1.174094,2.200000,0.500000,1.000000,0.587393,-0.105215,-0.062446
11.40,TRACK_WP_3,-1.059989,1.083936,1.346506,1.147714,-0.205551,-0.128321,1.173016,2.200000,0.500000,1.000000,0.587394,-0.105215,-0.062435
11.42,TRACK_WP_3,-1.048516,1.081881,1.345227,1.146929,-0.205400,-0.127681,1.172151,2.200000,0.500000,1.000000,0.587395,-0.105216,-0.062424
11.44,TRACK_WP_3,-1.037050,1.079828,1.343953,1.146324,-0.205284,-0.127107,1.171477,2.200000,0.500000,1.000000,0.587396,-0.105216,-0.062414
11.46,TRACK_WP_3,-1.025589,1.077776,1.342685,1.145876,-0.205200,-0.126592,1.170968,2.200000,0.500000,1.000000,0.587397,-0.105216,-0.062405
11.48,TRACK_WP_3,-1.014132,1.075724,1.341421,1.145562,-0.205142,-0.126131,1.170600,2.200000,0.500000,1.000000,0.587398,-0.105216,-0.062396
11.50,TRACK_WP_3,-1.002677,1.073673,1.340162,1.145361,-0.205107,-0.125719,1.170352,2.200000,0.500000,1.000000,0.587399,-0.105217,-0.062389
11.52,TRACK_WP_3,-0.991224,1.071622,1.338907,1.145251,-0.205090,-0.125350,1.170203,2.200000,0.500000,1.000000,0.587399,-0.105217,-0.062382
11.54,TRACK_WP_3,-0.979772,1.069571,1.337655,1.145216,-0.205087,-0.125020,1.170133,2.200000,0.500000,1.000000,0.587400,-0.105217,-0.062375
11.56,TRACK_WP_3,-0.968320,1.067520,1.336406,1.145238,-0.205095,-0.124726,1.170124,2.200000,0.500000,1.000000,0.587401,-0.105217,-0.062369
11.58,TRACK_WP_3,-0.956867,1.065469,1.335160,1.145303,-0.205111,-0.124462,1.170163,2.200000,0.500000,1.000000,0.587401,-0.105217,-0.062364
11.60,TRACK_WP_3,-0.945413,1.063418,1.333917,1.145399,-0.205133,-0.124227,1.170236,2.200000,0.500000,1.000000,0.587402,-0.105217,-0.062359
11.62,TRACK_WP_3,-0.933959,1.061366,1.332676,1.145516,-0.205159,-0.124017,1.170332,2.200000,0.500000,1.000000,0.587402,-0.105218,-0.062354
11.64,TRACK_WP_3,-0.922503,1.059314,1.331437,1.145645,-0.205187,-0.123830,1.170443,2.200000,0.500000,1.000000,0.587403,-0.105218,-0.062350
11.66,TRACK_WP_3,-0.911046,1.057263,1.330199,1.145778,-0.205215,-0.123662,1.170561,2.200000,0.500000,1.000000,0.587403,-0.105218,-0.062346
11.68,TRACK_WP_3,-0.899588,1.055210,1.328964,1.145911,-0.205243,-0.123512,1.170680,2.200000,0.500000,1.000000,0.587403,-0.105218,-0.062342
11.70,TRACK_WP_3,-0.888128,1.053158,1.327729,1.146040,-0.205269,-0.123377,1.170797,2.200000,0.500000,1.000000,0.587404,-0.105218,-0.062339
11.72,TRACK_WP_3,-0.876667,1.051105,1.326496,1.146161,-0.205294,-0.123257,1.170907,2.200000,0.500000,1.000000,0.587404,-0.105218,-0.062335
11.74,TRACK_WP_3,-0.865205,1.049052,1.325264,1.146273,-0.205317,-0.123149,1.171009,2.200000,0.500000,1.000000,0.587404,-0.105218,-0.062332
11.76,TRACK_WP_3,-0.853741,1.046999,1.324033,1.146374,-0.205337,-0.123052,1.171101,2.200000,0.500000,1.000000,0.587405,-0.105218,-0.062330
11.78,TRACK_WP_3,-0.842277,1.044945,1.322803,1.146463,-0.205355,-0.122966,1.171182,2.200000,0.500000,1.000000,0.587405,-0.105218,-0.062327
11.80,TRACK_WP_3,-0.830812,1.042891,1.321574,1.146541,-0.205371,-0.122888,1.171253,2.200000,0.500000,1.000000,0.587405,-0.105218,-0.062325
11.82,TRACK_WP_3,-0.819346,1.040838,1.320345,1.146607,-0.205384,-0.122818,1.171313,2.200000,0.500000,1.000000,0.587405,-0.105218,-0.062322
11.84,TRACK_WP_3,-0.807880,1.038784,1.319117,1.146663,-0.205395,-0.122755,1.171364,2.200000,0.500000,1.000000,0.587406,-0.105218,-0.062320
11.86,TRACK_WP_3,-0.796413,1.036730,1.317890,1.146709,-0.205404,-0.122698,1.171404,2.200000,0.500000,1.000000,0.587406,-0.105219,-0.062318
11.88,TRACK_WP_3,-0.784946,1.034676,1.316663,1.146747,-0.205411,-0.122647,1.171437,2.200000,0.500000,1.000000,0.587406,-0.105219,-0.062316
11.90,TRACK_WP_3,-0.773478,1.032622,1.315437,1.146776,-0.205417,-0.122601,1.171462,2.200000,0.500000,1.000000,0.587406,-0.105219,-0.062314
11.92,TRACK_WP_3,-0.762010,1.030567,1.314211,1.146799,-0.205421,-0.122559,1.171480,2.200000,0.500000,1.000000,0.587406,-0.105219,-0.062312
11.94,TRACK_WP_3,-0.750542,1.028513,1.312986,1.146815,-0.205424,-0.122522,1.171493,2.200000,0.500000,1.000000,0.587407,-0.105219,-0.062311
