time_s,phase,x,y,z,vx,vy,vz,speed,wp_x,wp_y,wp_z,v_cmd_x,v_cmd_y,v_cmd_z
4.98,TRACK_WP_4,-0.314044,0.570704,1.117030,1.952823,-0.028144,-0.009178,1.953047,0.060379,0.573166,1.115507,1.422807,0.009353,-0.005786
4.99,TRACK_WP_4,-0.294516,0.570452,1.116936,1.952768,-0.022439,-0.009441,1.952920,0.060379,0.573166,1.115507,1.348601,0.010314,-0.005431
5.00,TRACK_WP_4,-0.274989,0.570255,1.116841,1.952715,-0.016886,-0.009615,1.952812,0.060379,0.573166,1.115507,1.274396,0.011060,-0.005068
5.01,TRACK_WP_4,-0.255462,0.570113,1.116744,1.952664,-0.011547,-0.009704,1.952723,0.060379,0.573166,1.115507,1.200194,0.011600,-0.004700
5.02,TRACK_WP_4,-0.235935,0.570023,1.116647,1.952615,-0.006477,-0.009712,1.952650,0.060379,0.573166,1.115507,1.125994,0.011941,-0.004331
5.03,TRACK_WP_4,-0.216409,0.569983,1.116550,1.952569,-0.001723,-0.009645,1.952594,0.060379,0.573166,1.115507,1.051795,0.012096,-0.003962
5.04,TRACK_WP_4,-0.196884,0.569988,1.116454,1.952526,0.002676,-0.009507,1.952551,0.060379,0.573166,1.115507,0.977599,0.012077,-0.003598
5.05,TRACK_WP_4,-0.177359,0.570035,1.116359,1.952451,0.006689,-0.009323,1.952485,0.060379,0.573166,1.115507,0.903404,0.011898,-0.003238
5.06,TRACK_WP_4,-0.157836,0.570120,1.116264,1.952075,0.010317,-0.008368,1.952120,0.060379,0.573166,1.115507,0.829215,0.011574,-0.002878
5.07,TRACK_WP_4,-0.138322,0.570239,1.116176,1.950228,0.013488,-0.008430,1.950293,0.060379,0.573166,1.115507,0.755063,0.011121,-0.002542
5.08,TRACK_WP_4,-0.118842,0.570388,1.116087,1.944897,0.016219,-0.009081,1.944986,0.060379,0.573166,1.115507,0.681041,0.010555,-0.002203
5.09,TRACK_WP_4,-0.099444,0.570562,1.115996,1.933560,0.018575,-0.007959,1.933666,0.060379,0.573166,1.115507,0.607325,0.009894,-0.001859
5.10,TRACK_WP_4,-0.080198,0.570758,1.115927,1.913491,0.020586,-0.003354,1.913605,0.060379,0.573166,1.115507,0.534194,0.009149,-0.001595
5.11,TRACK_WP_4,-0.061206,0.570972,1.115919,1.882220,0.022251,0.005196,1.882359,0.060379,0.573166,1.115507,0.462021,0.008335,-0.001564
5.12,TRACK_WP_4,-0.042588,0.571202,1.116013,1.837837,0.023550,0.017318,1.838070,0.060379,0.573166,1.115507,0.391273,0.007464,-0.001922
5.13,REACH_WP_4,-0.024482,0.571442,1.116242,1.779249,0.024462,0.031920,1.779703,0.060379,0.573166,1.115507,0.000000,0.000000,0.000000
5.13,HOVER_WP_4,-0.024482,0.571442,1.116242,1.779249,0.024462,0.031920,1.779703,0.060379,0.573166,1.115507,0.000000,0.000000,0.000000
5.14,HOVER_WP_4,-0.007059,0.571689,1.116668,1.693067,0.025024,0.067101,1.694581,0.060379,0.573166,1.115507,0.000000,0.000000,0.000000
5.15,TRACK_WP_5,0.009389,0.571940,1.117489,1.590457,0.025068,0.100322,1.593815,1.716676,-0.335179,1.360515,2.979059,-1.582840,0.424059
5.16,TRACK_WP_5,0.024856,0.572189,1.118476,1.465547,0.024003,0.136855,1.472119,1.716676,-0.335179,1.360515,2.972735,-1.594357,0.425292
5.17,TRACK_WP_5,0.039185,0.572425,1.119653,1.394545,0.022827,0.102041,1.398460,1.716676,-0.335179,1.360515,2.966803,-1.605184,0.425988
5.18,TRACK_WP_5,0.052809,0.572643,1.120440,1.330973,0.020614,0.054347,1.332241,1.716676,-0.335179,1.360515,2.960993,-1.615547,0.427234
5.19,TRACK_WP_5,0.065813,0.572831,1.120728,1.271066,0.016605,0.002463,1.271177,1.716676,-0.335179,1.360515,2.955270,-1.625462,0.429250
5.20,TRACK_WP_5,0.078232,0.572965,1.120498,1.212492,0.009378,-0.047388,1.213454,1.716676,-0.335179,1.360515,2.949641,-1.634904,0.432096
5.21,TRACK_WP_5,0.090067,0.573002,1.119802,1.145881,-0.005771,-0.080901,1.148748,1.716676,-0.335179,1.360515,2.944160,-1.643806,0.435691
5.22,TRACK_WP_5,0.101222,0.572837,1.118850,1.064584,-0.039679,-0.078402,1.068204,1.716676,-0.335179,1.360515,2.939002,-1.651957,0.439662
5.23,TRACK_WP_5,0.111552,0.572245,1.118051,0.990833,-0.091863,-0.056475,0.996684,1.716676,-0.335179,1.360515,2.934509,-1.658964,0.443275
5.24,TRACK_WP_5,0.121169,0.571013,1.117612,0.929665,-0.166720,-0.013522,0.944593,1.716676,-0.335179,1.360515,2.930859,-1.664624,0.446199
5.25,TRACK_WP_5,0.130256,0.568919,1.117689,0.890453,-0.258174,0.034284,0.927758,1.716676,-0.335179,1.360515,2.928193,-1.668771,0.448205
5.26,TRACK_WP_5,0.139062,0.565826,1.118258,0.874395,-0.363311,0.080036,0.950245,1.716676,-0.335179,1.360515,2.926517,-1.671389,0.449393
5.27,TRACK_WP_5,0.147819,0.561626,1.119255,0.880544,-0.478324,0.117825,1.008978,1.716676,-0.335179,1.360515,2.925812,-1.672479,0.449933
5.28,TRACK_WP_5,0.156739,0.556238,1.120577,0.906405,-0.599642,0.144129,1.096318,1.716676,-0.335179,1.360515,2.926030,-1.672063,0.450061
5.29,TRACK_WP_5,0.166004,0.549617,1.122098,0.948830,-0.724298,0.157622,1.204048,1.716676,-0.335179,1.360515,2.927110,-1.670176,0.450045
5.30,TRACK_WP_5,0.175762,0.541745,1.123690,1.004217,-0.849104,0.158050,1.324541,1.716676,-0.335179,1.360515,2.928980,-1.666863,0.450159
5.31,TRACK_WP_5,0.186123,0.532638,1.125223,1.068474,-0.970136,0.145795,1.450537,1.716676,-0.335179,1.360515,2.931561,-1.662182,0.450669
5.32,TRACK_WP_5,0.197160,0.522348,1.126581,1.139159,-1.085719,0.123777,1.578540,1.716676,-0.335179,1.360515,2.934763,-1.656210,0.451815
5.33,TRACK_WP_5,0.208923,0.510945,1.127678,1.212258,-1.190992,0.093290,1.701979,1.716676,-0.335179,1.360515,2.938498,-1.649033,0.453782
5.34,TRACK_WP_5,0.221422,0.498548,1.128441,1.286276,-1.285380,0.057694,1.819350,1.716676,-0.335179,1.360515,2.942662,-1.640775,0.456722
5.35,TRACK_WP_5,0.234661,0.485257,1.128835,1.360704,-1.370458,0.020462,1.931344,1.716676,-0.335179,1.360515,2.947171,-1.631539,0.460724
5.36,TRACK_WP_5,0.248645,0.471154,1.128861,1.435826,-1.448874,-0.014984,2.039867,1.716676,-0.335179,1.360515,2.951962,-1.621399,0.465816
5.37,TRACK_WP_5,0.263383,0.456292,1.128554,1.512187,-1.523335,-0.045246,2.146930,1.716676,-0.335179,1.360515,2.957002,-1.610398,0.471969
5.38,TRACK_WP_5,0.278888,0.440698,1.127980,1.589922,-1.595829,-0.067028,2.253667,1.716676,-0.335179,1.360515,2.962283,-1.598545,0.479093
5.39,TRACK_WP_5,0.295173,0.424388,1.127240,1.668408,-1.667334,-0.077188,2.359989,1.716676,-0.335179,1.360515,2.967819,-1.585827,0.487032
5.40,TRACK_WP_5,0.312239,0.407369,1.126466,1.746250,-1.737804,-0.072826,2.464682,1.716676,-0.335179,1.360515,2.973646,-1.572213,0.495558
5.41,TRACK_WP_5,0.330071,0.389655,1.125814,1.821328,-1.806201,-0.051548,2.565591,1.716676,-0.335179,1.360515,2.979812,-1.557667,0.504372
5.42,TRACK_WP_5,0.348629,0.371275,1.125462,1.890393,-1.870083,-0.013034,2.659128,1.716676,-0.335179,1.360515,2.986381,-1.542156,0.513109
5.43,TRACK_WP_5,0.367832,0.352293,1.125570,1.949075,-1.925474,0.038162,2.740036,1.716676,-0.335179,1.360515,2.993408,-1.525665,0.521400
5.44,TRACK_WP_5,0.387564,0.332806,1.126243,1.995801,-1.970369,0.098819,2.806304,1.716676,-0.335179,1.360515,3.000922,-1.508204,0.528949
5.45,TRACK_WP_5,0.407706,0.312926,1.127560,2.030855,-2.003971,0.165750,2.857926,1.716676,-0.335179,1.360515,3.008941,-1.489804,0.535497
5.46,TRACK_WP_5,0.428146,0.292764,1.129567,2.055585,-2.026513,0.236003,2.896184,1.716676,-0.335179,1.360515,3.017466,-1.470511,0.540831
5.47,TRACK_WP_5,0.448789,0.272429,1.132285,2.071780,-2.039051,0.307104,2.923066,1.716676,-0.335179,1.360515,3.026484,-1.450378,0.544792
5.48,TRACK_WP_5,0.469559,0.252011,1.135711,2.081206,-2.043210,0.377281,2.940827,1.716676,-0.335179,1.360515,3.035978,-1.429455,0.547262
5.49,TRACK_WP_5,0.490396,0.231586,1.139831,2.085314,-2.040913,0.445532,2.951671,1.716676,-0.335179,1.360515,3.045931,-1.407776,0.548153
5.50,TRACK_WP_5,0.511252,0.211208,1.144619,2.085108,-2.034180,0.510483,2.957390,1.716676,-0.335179,1.360515,3.056329,-1.385353,0.547400
5.51,TRACK_WP_5,0.532086,0.190911,1.150034,2.081308,-2.024964,0.570147,2.959289,1.716676,-0.335179,1.360515,3.067165,-1.362164,0.544981
5.52,TRACK_WP_5,0.552868,0.170712,1.156018,2.074589,-2.014806,0.623784,2.958457,1.716676,-0.335179,1.360515,3.078433,-1.338152,0.540923
5.53,TRACK_WP_5,0.573570,0.150615,1.162507,2.065677,-2.004712,0.671236,2.955749,1.716676,-0.335179,1.360515,3.090129,-1.313236,0.535270
5.54,TRACK_WP_5,0.594175,0.130617,1.169440,2.055295,-1.995247,0.712636,2.951796,1.716676,-0.335179,1.360515,3.102250,-1.287317,0.528073
5.55,TRACK_WP_5,0.614672,0.110708,1.176758,2.044108,-1.986669,0.748238,2.947048,1.716676,-0.335179,1.360515,3.114789,-1.260290,0.519385
5.56,TRACK_WP_5,0.635056,0.090881,1.184404,2.032683,-1.979062,0.778333,2.941817,1.716676,-0.335179,1.360515,3.127735,-1.232042,0.509264
5.57,TRACK_WP_5,0.655325,0.071124,1.192324,2.021469,-1.972413,0.803214,2.936307,1.716676,-0.335179,1.360515,3.141072,-1.202456,0.497763
5.58,TRACK_WP_5,0.675486,0.051430,1.200467,2.010796,-1.966673,0.823163,2.930649,1.716676,-0.335179,1.360515,3.154778,-1.171414,0.484941
5.59,TRACK_WP_5,0.695543,0.031788,1.208786,2.000893,-1.961779,0.838445,2.924917,1.716676,-0.335179,1.360515,3.168826,-1.138790,0.470852
5.60,TRACK_WP_5,0.715506,0.012192,1.217235,1.991896,-1.957664,0.849307,2.919147,1.716676,-0.335179,1.360515,3.183183,-1.104453,0.455552
5.61,TRACK_WP_5,0.735384,-0.007367,1.225772,1.983874,-1.954266,0.855974,2.913349,1.716676,-0.335179,1.360515,3.197812,-1.068265,0.439098
5.62,TRACK_WP_5,0.755186,-0.026896,1.234354,1.976845,-1.951521,0.858655,2.907514,1.716676,-0.335179,1.360515,3.212668,-1.030081,0.421546
5.63,TRACK_WP_5,0.774923,-0.046400,1.242944,1.970789,-1.949365,0.857543,2.901623,1.716676,-0.335179,1.360515,3.227699,-0.989743,0.402953
5.64,TRACK_WP_5,0.794605,-0.065885,1.251505,1.965660,-1.947725,0.852812,2.895642,1.716676,-0.335179,1.360515,3.242846,-0.947085,0.383380
5.65,TRACK_WP_5,0.814239,-0.085356,1.259999,1.961420,-1.946413,0.845044,2.889601,1.716676,-0.335179,1.360515,3.258041,-0.901931,0.362890
5.66,TRACK_WP_5,0.833835,-0.104812,1.268397,1.958010,-1.944773,0.833749,2.882895,1.716676,-0.335179,1.360515,3.273203,-0.854104,0.341535
5.67,TRACK_WP_5,0.853401,-0.124246,1.276665,1.955329,-1.941620,0.818747,2.874638,1.716676,-0.335179,1.360515,3.280445,-0.801546,0.318630
5.68,TRACK_WP_5,0.872944,-0.143635,1.284768,1.953262,-1.935520,0.800698,2.864016,1.716676,-0.335179,1.360515,3.206184,-0.727870,0.287838
5.69,TRACK_WP_5,0.892468,-0.162941,1.292677,1.951726,-1.925038,0.780049,2.850172,1.716676,-0.335179,1.360515,3.131991,-0.654505,0.257783
5.70,TRACK_WP_5,0.911980,-0.182114,1.300370,1.950614,-1.908501,0.758172,2.832330,1.716676,-0.335179,1.360515,3.057847,-0.581647,0.228551
5.71,TRACK_WP_5,0.931482,-0.201085,1.307840,1.949880,-1.883763,0.737105,2.809612,1.716676,-0.335179,1.360515,2.983739,-0.509559,0.200165
5.72,TRACK_WP_5,0.950978,-0.219761,1.315102,1.949485,-1.848595,0.717777,2.780827,1.716676,-0.335179,1.360515,2.909654,-0.438589,0.172570
5.73,TRACK_WP_5,0.970472,-0.238028,1.322176,1.949376,-1.801085,0.700016,2.744813,1.716676,-0.335179,1.360515,2.835578,-0.369173,0.145689
5.74,TRACK_WP_5,0.989965,-0.255756,1.329076,1.949482,-1.739954,0.682821,2.700771,1.716676,-0.335179,1.360515,2.761502,-0.301809,0.119467
5.75,TRACK_WP_5,1.009461,-0.272803,1.335803,1.949704,-1.664914,0.664580,2.648575,1.716676,-0.335179,1.360515,2.687420,-0.237029,0.093907
5.76,TRACK_WP_5,1.028959,-0.289033,1.342337,1.949934,-1.576818,0.643471,2.588948,1.716676,-0.335179,1.360515,2.613328,-0.175354,0.069078
5.77,TRACK_WP_5,1.048458,-0.304323,1.348641,1.950076,-1.477501,0.617927,2.523418,1.716676,-0.335179,1.360515,2.539229,-0.117253,0.045122
5.78,TRACK_WP_5,1.067959,-0.318571,1.354666,1.950062,-1.369413,0.586944,2.454086,1.716676,-0.335179,1.360515,2.465126,-0.063111,0.022227
5.79,TRACK_WP_5,1.087459,-0.331703,1.360354,1.949864,-1.255228,0.550165,2.383328,1.716676,-0.335179,1.360515,2.391028,-0.013211,0.000613
5.80,TRACK_WP_5,1.106956,-0.343670,1.365647,1.949489,-1.137524,0.507811,2.313513,1.716676,-0.335179,1.360515,2.316939,0.032265,-0.019503
5.81,TRACK_WP_5,1.126448,-0.354450,1.370493,1.948970,-1.018587,0.460522,2.246794,1.716676,-0.335179,1.360515,2.242868,0.073229,-0.037916
5.82,TRACK_WP_5,1.145935,-0.364041,1.374846,1.948353,-0.900323,0.409194,2.184971,1.716676,-0.335179,1.360515,2.168819,0.109674,-0.054456
5.83,TRACK_WP_5,1.165415,-0.372457,1.378670,1.947690,-0.784240,0.354845,2.129423,1.716676,-0.335179,1.360515,2.094794,0.141656,-0.068987
5.84,TRACK_WP_5,1.184889,-0.379727,1.381940,1.947029,-0.671477,0.298513,2.081085,1.716676,-0.335179,1.360515,2.020794,0.169283,-0.081413
5.85,TRACK_WP_5,1.204356,-0.385889,1.384641,1.946412,-0.562853,0.241196,2.040465,1.716676,-0.335179,1.360515,1.946818,0.192699,-0.091677
5.86,TRACK_WP_5,1.223817,-0.390988,1.386768,1.945869,-0.458916,0.183823,2.007686,1.716676,-0.335179,1.360515,1.872864,0.212074,-0.099761
5.87,TRACK_WP_5,1.243274,-0.395072,1.388325,1.945425,-0.359998,0.127242,1.982541,1.716676,-0.335179,1.360515,1.798930,0.227594,-0.105678
5.88,TRACK_WP_5,1.262726,-0.398194,1.389323,1.945094,-0.266257,0.072224,1.964561,1.716676,-0.335179,1.360515,1.725010,0.239455,-0.109472
5.89,TRACK_WP_5,1.282176,-0.400404,1.389782,1.944883,-0.177720,0.019481,1.953084,1.716676,-0.335179,1.360515,1.651100,0.247855,-0.111216
5.90,TRACK_WP_5,1.301625,-0.401756,1.389728,1.944798,-0.094327,-0.030321,1.947320,1.716676,-0.335179,1.360515,1.577196,0.252992,-0.111009
5.91,TRACK_WP_5,1.321073,-0.402300,1.389193,1.944836,-0.015975,-0.076544,1.946407,1.716676,-0.335179,1.360515,1.503293,0.255060,-0.108975
5.92,TRACK_WP_5,1.340522,-0.402087,1.388215,1.944994,0.057438,-0.118571,1.949451,1.716676,-0.335179,1.360515,1.429387,0.254249,-0.105261
5.93,TRACK_WP_5,1.359973,-0.401165,1.386840,1.945265,0.125959,-0.155809,1.955556,1.716676,-0.335179,1.360515,1.355472,0.250745,-0.100035
5.94,TRACK_WP_5,1.379428,-0.399583,1.385118,1.945639,0.189544,-0.187717,1.963842,1.716676,-0.335179,1.360515,1.281545,0.244735,-0.093490
5.95,TRACK_WP_5,1.398886,-0.397392,1.383104,1.946100,0.248027,-0.213836,1.973461,1.716676,-0.335179,1.360515,1.207602,0.236408,-0.085838
5.96,TRACK_WP_5,1.418350,-0.394643,1.380858,1.946630,0.301122,-0.233841,1.983614,1.716676,-0.335179,1.360515,1.133641,0.225962,-0.077303
5.97,TRACK_WP_5,1.437819,-0.391392,1.378442,1.947202,0.348440,-0.247586,1.993566,1.716676,-0.335179,1.360515,1.059659,0.213609,-0.068123
5.98,TRACK_WP_5,1.457294,-0.387699,1.375919,1.947789,0.389543,-0.255134,2.002678,1.716676,-0.335179,1.360515,0.985654,0.199574,-0.058536
5.99,TRACK_WP_5,1.476774,-0.383627,1.373350,1.948334,0.423974,-0.256839,2.010404,1.716676,-0.335179,1.360515,0.911628,0.184101,-0.048772
6.00,TRACK_WP_5,1.496260,-0.379246,1.370789,1.948604,0.451458,-0.252856,2.016137,1.716676,-0.335179,1.360515,0.837584,0.167453,-0.039039
6.01,TRACK_WP_5,1.515742,-0.374626,1.368288,1.947577,0.471543,-0.245078,2.018780,1.716676,-0.335179,1.360515,0.763549,0.149898,-0.029538
6.02,TRACK_WP_5,1.535201,-0.369841,1.365885,1.943302,0.484415,-0.233790,2.016368,1.716676,-0.335179,1.360515,0.689608,0.131715,-0.020408
6.03,TRACK_WP_5,1.554590,-0.364962,1.363615,1.933272,0.490396,-0.218078,2.006387,1.716676,-0.335179,1.360515,0.615928,0.113173,-0.011781
6.04,TRACK_WP_5,1.573840,-0.360055,1.361523,1.914815,0.489710,-0.197384,1.986276,1.716676,-0.335179,1.360515,0.542778,0.094529,-0.003831
6.05,TRACK_WP_5,1.592855,-0.355187,1.359659,1.885516,0.482578,-0.171884,1.953867,1.716676,-0.335179,1.360515,0.470523,0.076031,0.003251
6.06,TRACK_WP_5,1.611516,-0.350421,1.358070,1.843534,0.469290,-0.142403,1.907650,1.716676,-0.335179,1.360515,0.399610,0.057920,0.009290
6.07,REACH_WP_5,1.629690,-0.345817,1.356791,1.787830,0.450268,-0.110344,1.846958,1.716676,-0.335179,1.360515,0.000000,0.000000,0.000000
6.07,HOVER_WP_5,1.629690,-0.345817,1.356791,1.787830,0.450268,-0.110344,1.846958,1.716676,-0.335179,1.360515,0.000000,0.000000,0.000000
6.08,HOVER_WP_5,1.647225,-0.341433,1.355868,1.710842,0.423471,-0.064381,1.763647,1.716676,-0.335179,1.360515,0.000000,0.000000,0.000000
6.09,TRACK_WP_6,1.663893,-0.337351,1.355436,1.617023,0.391133,-0.018254,1.663755,0.387564,0.018174,1.062839,-3.198243,0.890880,-0.733195
6.10,TRACK_WP_6,1.679650,-0.333579,1.355300,1.493034,0.349606,0.038205,1.533896,0.387564,0.018174,1.062839,-3.205057,0.872534,-0.725459
6.11,TRACK_WP_6,1.694248,-0.330189,1.355545,1.419769,0.326347,0.015583,1.456877,0.387564,0.018174,1.062839,-3.210899,0.856029,-0.719265
6.12,TRACK_WP_6,1.708085,-0.327035,1.355527,1.342896,0.303369,-0.017472,1.376847,0.387564,0.018174,1.062839,-3.216338,0.840811,-0.712888
6.13,TRACK_WP_6,1.721097,-0.324120,1.355160,1.245243,0.275791,-0.049008,1.276359,0.387564,0.018174,1.062839,-3.221428,0.826884,-0.706164
6.14,TRACK_WP_6,1.733053,-0.321498,1.354463,1.129753,0.244623,-0.084687,1.159032,0.387564,0.018174,1.062839,-3.226106,0.814439,-0.699233
6.15,TRACK_WP_6,1.743770,-0.319205,1.353381,1.003654,0.211283,-0.130379,1.033905,0.387564,0.018174,1.062839,-3.230369,0.803609,-0.692047
6.16,TRACK_WP_6,1.753164,-0.317264,1.351794,0.870156,0.175258,-0.187888,0.907297,0.387564,0.018174,1.062839,-3.234270,0.794449,-0.684359
6.17,TRACK_WP_6,1.761194,-0.315701,1.349573,0.734884,0.136568,-0.258185,0.790800,0.387564,0.018174,1.062839,-3.237872,0.787000,-0.675880
6.18,TRACK_WP_6,1.767878,-0.314540,1.346590,0.603168,0.095533,-0.340141,0.699024,0.387564,0.018174,1.062839,-3.241242,0.781277,-0.666303
6.19,TRACK_WP_6,1.773273,-0.313799,1.342741,0.478170,0.052778,-0.430844,0.645801,0.387564,0.018174,1.062839,-3.244437,0.777268,-0.655350
6.20,TRACK_WP_6,1.777457,-0.313491,1.337956,0.359847,0.009125,-0.526588,0.637862,0.387564,0.018174,1.062839,-3.247500,0.774939,-0.642815
6.21,TRACK_WP_6,1.780483,-0.313617,1.332204,0.244983,-0.034477,-0.623786,0.671054,0.387564,0.018174,1.062839,-3.250450,0.774252,-0.628578
6.22,TRACK_WP_6,1.782361,-0.314172,1.325485,0.127962,-0.076659,-0.719321,0.734624,0.387564,0.018174,1.062839,-3.253277,0.775177,-0.612608
6.23,TRACK_WP_6,1.783038,-0.315129,1.317831,0.003441,-0.114267,-0.810575,0.818597,0.387564,0.018174,1.062839,-3.255957,0.777672,-0.594955
6.24,TRACK_WP_6,1.782426,-0.316416,1.309291,-0.131427,-0.141615,-0.895971,0.916565,0.387564,0.018174,1.062839,-3.258468,0.781619,-0.575725
6.25,TRACK_WP_6,1.780435,-0.317898,1.299923,-0.272573,-0.151879,-0.976326,1.024976,0.387564,0.018174,1.062839,-3.260818,0.786770,-0.555033
6.26,TRACK_WP_6,1.777019,-0.319384,1.289767,-0.415978,-0.141411,-1.054128,1.142025,0.387564,0.018174,1.062839,-3.263059,0.792736,-0.532929
6.27,TRACK_WP_6,1.772165,-0.320662,1.278834,-0.557699,-0.110335,-1.132206,1.266922,0.387564,0.018174,1.062839,-3.265275,0.799071,-0.509378
6.28,TRACK_WP_6,1.765906,-0.321537,1.267112,-0.694205,-0.061617,-1.212593,1.398606,0.387564,0.018174,1.062839,-3.267557,0.805335,-0.484259
6.29,TRACK_WP_6,1.758313,-0.321853,1.254572,-0.822887,0.000182,-1.295934,1.535118,0.387564,0.018174,1.062839,-3.269989,0.811151,-0.457389
6.30,TRACK_WP_6,1.749473,-0.321502,1.241186,-0.942620,0.070445,-1.381444,1.673883,0.387564,0.018174,1.062839,-3.272628,0.816233,-0.428564
6.31,TRACK_WP_6,1.739479,-0.320421,1.226942,-1.053914,0.145831,-1.467302,1.812450,0.387564,0.018174,1.062839,-3.275501,0.820369,-0.397600
6.32,TRACK_WP_6,1.728409,-0.318568,1.211848,-1.158537,0.224859,-1.551107,1.949026,0.387564,0.018174,1.062839,-3.278607,0.823396,-0.364354
6.33,TRACK_WP_6,1.716320,-0.315909,1.195936,-1.258878,0.307742,-1.630105,2.082480,0.387564,0.018174,1.062839,-3.281926,0.825161,-0.328741
6.34,TRACK_WP_6,1.703242,-0.312400,1.179271,-1.357237,0.395740,-1.701154,2.211928,0.387564,0.018174,1.062839,-3.285427,0.825490,-0.290747
6.35,TRACK_WP_6,1.689188,-0.307984,1.161947,-1.455169,0.490332,-1.760663,2.336209,0.387564,0.018174,1.062839,-3.289076,0.824171,-0.250438
6.36,TRACK_WP_6,1.674158,-0.302589,1.144099,-1.553060,0.592422,-1.804721,2.453564,0.387564,0.018174,1.062839,-3.292840,0.820945,-0.207975
6.37,TRACK_WP_6,1.658155,-0.296139,1.125900,-1.650007,0.701786,-1.829506,2.561663,0.387564,0.018174,1.062839,-3.296688,0.815521,-0.163621
6.38,TRACK_WP_6,1.641194,-0.288566,1.107560,-1.744033,0.816816,-1.831876,2.657933,0.387564,0.018174,1.062839,-3.300595,0.807596,-0.117743
6.39,TRACK_WP_6,1.623322,-0.279831,1.089309,-1.830857,0.932346,-1.812266,2.739638,0.387564,0.018174,1.062839,-3.304534,0.796895,-0.070783
6.40,TRACK_WP_6,1.604629,-0.269958,1.071354,-1.906189,1.041646,-1.774759,2.805059,0.387564,0.018174,1.062839,-3.308469,0.783260,-0.023149
6.41,TRACK_WP_6,1.585244,-0.259037,1.053858,-1.968920,1.141025,-1.721861,2.853662,0.387564,0.018174,1.062839,-3.312342,0.766664,0.024838
6.42,TRACK_WP_6,1.565294,-0.247181,1.036958,-2.018898,1.227820,-1.655876,2.885380,0.387564,0.018174,1.062839,-3.316090,0.747152,0.072870
6.43,TRACK_WP_6,1.544907,-0.234530,1.020775,-2.056447,1.299941,-1.579061,2.900388,0.387564,0.018174,1.062839,-3.319646,0.724839,0.120652
6.44,TRACK_WP_6,1.524205,-0.221237,1.005405,-2.082167,1.355687,-1.493719,2.899052,0.387564,0.018174,1.062839,-3.322940,0.699914,0.167905
6.45,TRACK_WP_6,1.503301,-0.207476,0.990917,-2.096748,1.393400,-1.403941,2.882528,0.387564,0.018174,1.062839,-3.325897,0.672641,0.214391
6.46,TRACK_WP_6,1.482303,-0.193431,0.977335,-2.101456,1.412438,-1.313402,2.852389,0.387564,0.018174,1.062839,-3.328438,0.643365,0.259964
6.47,TRACK_WP_6,1.461300,-0.179288,0.964652,-2.098097,1.413247,-1.224616,2.810509,0.387564,0.018174,1.062839,-3.330482,0.612484,0.304553
6.48,TRACK_WP_6,1.440361,-0.165224,0.952840,-2.088733,1.397022,-1.139104,2.758992,0.387564,0.018174,1.062839,-3.331953,0.580430,0.348128
6.49,TRACK_WP_6,1.419538,-0.151401,0.941863,-2.075439,1.365369,-1.057561,2.700021,0.387564,0.018174,1.062839,-3.332783,0.547647,0.390692
6.50,TRACK_WP_6,1.398860,-0.137964,0.931680,-2.060158,1.320053,-0.980038,2.635766,0.387564,0.018174,1.062839,-3.332920,0.514583,0.432257
6.51,TRACK_WP_6,1.378336,-0.125040,0.922253,-2.044641,1.262825,-0.906166,2.568350,0.387564,0.018174,1.062839,-3.332327,0.481682,0.472842
6.52,TRACK_WP_6,1.357962,-0.112741,0.913546,-2.030443,1.195329,-0.835373,2.499872,0.387564,0.018174,1.062839,-3.330982,0.449379,0.512459
6.53,TRACK_WP_6,1.337718,-0.101162,0.905534,-2.018922,1.119070,-0.767074,2.432441,0.387564,0.018174,1.062839,-3.328883,0.418095,0.551118
6.54,TRACK_WP_6,1.317571,-0.090382,0.898194,-2.011258,1.035404,-0.700801,2.368194,0.387564,0.018174,1.062839,-3.326042,0.388238,0.588827
6.55,TRACK_WP_6,1.297477,-0.080470,0.891506,-2.008431,0.945951,-0.636984,2.309625,0.387564,0.018174,1.062839,-3.322480,0.360194,0.625608
6.56,TRACK_WP_6,1.277384,-0.071474,0.885439,-2.011006,0.853196,-0.577647,2.259594,0.387564,0.018174,1.062839,-3.318223,0.334306,0.661541
6.57,TRACK_WP_6,1.257238,-0.063415,0.879942,-2.018972,0.758664,-0.522833,2.219273,0.387564,0.018174,1.062839,-3.304760,0.310040,0.695005
6.58,TRACK_WP_6,1.236987,-0.056306,0.874976,-2.031820,0.663417,-0.471401,2.188751,0.387564,0.018174,1.062839,-3.227807,0.283026,0.713879
6.59,TRACK_WP_6,1.216587,-0.050148,0.870512,-2.048799,0.568465,-0.421867,2.167649,0.387564,0.018174,1.062839,-3.150286,0.259626,0.730842
6.60,TRACK_WP_6,1.196000,-0.044934,0.866540,-2.069152,0.474684,-0.372377,2.155314,0.387564,0.018174,1.062839,-3.072055,0.239812,0.745934
6.61,TRACK_WP_6,1.175195,-0.040647,0.863069,-2.092201,0.383006,-0.321091,2.151069,0.387564,0.018174,1.062839,-2.992998,0.223522,0.759123
6.62,TRACK_WP_6,1.154149,-0.037261,0.860126,-2.117368,0.294490,-0.266443,2.154289,0.387564,0.018174,1.062839,-2.913024,0.210655,0.770308
6.63,TRACK_WP_6,1.132844,-0.034740,0.857750,-2.144159,0.210329,-0.207306,2.164401,0.387564,0.018174,1.062839,-2.832062,0.201073,0.779338
