0.000000000000000000e+00,4.411319639999999254e+02,7.334398840000000064e+01,-4.571443800000000124e+01,2.887195200000000295e+00
5.000000000000000000e+02,4.425978933333333316e+02,7.333815759999998818e+01,2.746609133333334896e+00,3.115110666666666361e+00
1.000000000000000000e+03,4.407858393333332856e+02,7.333232680000000414e+01,-7.412158333333335847e+00,3.235058066666667287e+00
1.500000000000000000e+03,4.410961713333333591e+02,7.332649579999998934e+01,3.104905619999999544e+01,3.395359866666666449e+00
2.000000000000000000e+03,4.404127426666666452e+02,7.332066500000000531e+01,-1.340863806666666846e+01,3.518993333333333418e+00
2.500000000000000000e+03,4.411650473333332911e+02,7.331483419999999285e+01,-1.510642833333333357e+01,3.776028533333333215e+00
3.000000000000000000e+03,4.409445233333332794e+02,7.330900340000000881e+01,-1.951134933333334764e+00,4.049299266666666952e+00
3.500000000000000000e+03,4.411597339999999576e+02,7.330317259999998214e+01,1.276432626666666614e+01,4.333729933333332340e+00
4.000000000000000000e+03,4.420482033333333334e+02,7.329734179999999810e+01,-1.127569626666666736e+01,4.464633666666666834e+00
4.500000000000000000e+03,4.415733000000000175e+02,7.329151079999999752e+01,-2.779263799999998508e+00,4.049051333333333780e+00
5.000000000000000000e+03,4.411746380000000727e+02,7.328568020000001582e+01,-5.392451066666666293e+00,4.163880066666665769e+00
5.500000000000000000e+03,4.409889539999999784e+02,7.327984920000000102e+01,-1.697619953333333598e+01,4.235838200000000775e+00
6.000000000000000000e+03,4.411350439999999935e+02,7.327401820000000043e+01,-9.381912666666648581e-01,4.021796266666666675e+00
6.500000000000000000e+03,4.414762139999999704e+02,7.326818759999999031e+01,-2.771106933333334243e+00,3.841884799999999878e+00
7.000000000000000000e+03,4.409931100000000015e+02,7.326235640000000160e+01,5.208786866666665460e+00,4.105858266666666978e+00
7.500000000000000000e+03,4.415150293333333593e+02,7.325652559999998914e+01,1.460787633333333169e+01,4.196834866666666386e+00
8.000000000000000000e+03,4.406259293333333744e+02,7.325069480000001931e+01,-8.919700533333331904e+00,4.210506199999999311e+00
8.500000000000000000e+03,4.408249746666666624e+02,7.324486399999999264e+01,1.981099719999999920e+01,3.833539399999999819e+00
9.000000000000000000e+03,4.410941706666665709e+02,7.323903300000000627e+01,-2.657860133333334485e+00,4.109506200000000220e+00
9.500000000000000000e+03,4.412926440000000525e+02,7.323320239999999615e+01,4.329575333333332665e+00,3.843282533333333806e+00
1.000000000000000000e+04,4.415694513333334044e+02,7.322737139999999556e+01,1.169234806666666415e+01,3.867121400000000264e+00
1.050000000000000000e+04,4.418322719999999890e+02,7.322154040000000919e+01,1.863326339999999703e+01,3.959945999999999522e+00
1.100000000000000000e+04,4.411700759999999946e+02,7.321570999999998719e+01,2.769199926666666300e+01,4.154163733333333219e+00
1.150000000000000000e+04,4.413694586666667306e+02,7.320987899999998660e+01,2.276636646666667119e+01,4.318095533333333513e+00
1.200000000000000000e+04,4.418591053333332184e+02,7.320404800000001444e+01,-5.233345799999998604e+00,4.108140066666666534e+00
1.250000000000000000e+04,4.411653399999999579e+02,7.319821739999999011e+01,1.723619040000000169e+01,4.135012933333332974e+00
1.300000000000000000e+04,4.409082199999999716e+02,7.319238640000001794e+01,-8.830164200000000463e+00,3.965186799999999678e+00
1.350000000000000000e+04,4.415547359999999912e+02,7.318655540000000315e+01,-1.986785399999999813e+00,4.303083999999999243e+00
1.400000000000000000e+04,4.403854033333333291e+02,7.318072480000000724e+01,3.700709866666666237e+00,4.405210466666667379e+00
1.450000000000000000e+04,4.416216360000000805e+02,7.317489380000000665e+01,8.817771599999996823e+00,4.645599133333333519e+00
1.500000000000000000e+04,4.411737333333333595e+02,7.316906300000002261e+01,-1.001840580000000180e+01,4.830065399999999620e+00
1.550000000000000000e+04,4.417740073333333157e+02,7.316323219999999594e+01,-3.805856266666666432e+00,4.738247733333333933e+00
1.600000000000000000e+04,4.408136286666667729e+02,7.315740120000000957e+01,2.183837999999998392e+00,4.911633266666666664e+00
1.650000000000000000e+04,4.413961246666665943e+02,7.315157040000001132e+01,1.325279199999999946e+01,4.920270333333332857e+00
1.700000000000000000e+04,4.401609166666665942e+02,7.314573960000002728e+01,9.083865199999998197e+00,4.927591000000001387e+00
1.750000000000000000e+04,4.413191266666666479e+02,7.313990880000000061e+01,-1.431133333333320934e-01,4.922300466666666097e+00
1.800000000000000000e+04,4.415290133333333529e+02,7.313407793333334439e+01,5.509788666666664447e+00,5.073073066666665909e+00
1.850000000000000000e+04,4.410926113333333092e+02,7.312824720000000411e+01,5.642250266666668956e+00,5.298903199999999813e+00
1.900000000000000000e+04,4.415949346666666884e+02,7.312241600000000119e+01,-8.216275866666666872e+00,5.677454533333333053e+00
1.950000000000000000e+04,4.413319220000000769e+02,7.311658579999999574e+01,3.601736666666648379e-01,5.523861666666666004e+00
2.000000000000000000e+04,4.411738226666665810e+02,7.311075460000000703e+01,1.375078693333333213e+01,5.899922066666666964e+00
2.050000000000000000e+04,4.413347306666667578e+02,7.310492379999999457e+01,8.660712999999999440e+00,6.136077866666666658e+00
2.100000000000000000e+04,4.411969093333333376e+02,7.309909300000001053e+01,-7.009748933333332488e+00,5.975575999999999333e+00
2.150000000000000000e+04,4.415745639999998957e+02,7.309326219999999807e+01,-8.358367599999999342e+00,6.142123466666666864e+00
2.200000000000000000e+04,4.411619566666665833e+02,7.308743100000000936e+01,-1.210369993333333127e+01,6.134881533333333081e+00
2.250000000000000000e+04,4.413602753333333908e+02,7.308160060000000158e+01,2.343991746666666742e+01,6.112281799999999876e+00
2.300000000000000000e+04,4.409591513333334092e+02,7.307576939999999865e+01,1.286740273333333384e+01,6.130713533333334020e+00
2.350000000000000000e+04,4.411155993333332503e+02,7.306993839999999807e+01,-1.131881379999999737e+01,6.092775400000001618e+00
2.400000000000000000e+04,4.410223813333333283e+02,7.306410780000001637e+01,3.922060213333332257e+01,6.309465200000000884e+00
2.450000000000000000e+04,4.410625099999999748e+02,7.305827679999998736e+01,2.165959180000000472e+01,6.426492733333333263e+00
2.500000000000000000e+04,4.410552466666666760e+02,7.305244580000001520e+01,1.451088993333333654e+01,6.551944533333332821e+00
2.550000000000000000e+04,4.419707573333333812e+02,7.304661519999999086e+01,9.352373533333333100e+00,7.165033266666666734e+00
2.600000000000000000e+04,4.417651473333332888e+02,7.304078440000002104e+01,1.173105179999999947e+01,7.218955599999998363e+00
2.650000000000000000e+04,4.416273879999999963e+02,7.303495320000000390e+01,1.007156346666666913e+01,7.420894066666665623e+00
2.700000000000000000e+04,4.414042919999999981e+02,7.302912280000001033e+01,1.765593386666666831e+01,7.188725400000000931e+00
2.750000000000000000e+04,4.411538480000000391e+02,7.302329160000000741e+01,1.907919826666666552e+01,7.397437333333333420e+00
2.800000000000000000e+04,4.406603866666666249e+02,7.301746099999999728e+01,2.026184286666666878e+01,7.479690666666666488e+00
2.850000000000000000e+04,4.413403186666666329e+02,7.301163019999998482e+01,1.192614246666666666e+01,7.450212333333334769e+00
2.900000000000000000e+04,4.415643900000000599e+02,7.300579939999998658e+01,-2.005472479999999535e+01,7.620446266666666801e+00
2.950000000000000000e+04,4.402691959999999085e+02,7.299996819999999786e+01,1.093877313333333312e+01,7.895817599999999103e+00
3.000000000000000000e+04,4.409209053333333372e+02,7.299413780000000429e+01,8.553328933333334660e+00,7.868551199999999746e+00
3.050000000000000000e+04,4.418212526666666236e+02,7.298830660000000137e+01,-9.034759933333333493e+00,8.168787066666666874e+00
3.100000000000000000e+04,4.412137406666666948e+02,7.298247600000000546e+01,-7.312618599999997748e+00,8.507802333333334133e+00
3.150000000000000000e+04,4.414452586666666889e+02,7.297664499999999066e+01,2.073617693333333634e+01,9.006474800000001224e+00
3.200000000000000000e+04,4.402574866666666367e+02,7.297081420000000662e+01,1.001935140000000324e+01,9.182632333333334174e+00
3.250000000000000000e+04,4.412454220000000191e+02,7.296498339999999416e+01,5.099122066666666342e+00,9.469458133333331418e+00
3.300000000000000000e+04,4.413215560000000437e+02,7.295915260000001012e+01,-2.104626026666666760e+01,9.303986533333333142e+00
3.350000000000000000e+04,4.414665480000000457e+02,7.295332140000000720e+01,2.259927240000000381e+01,9.743729933333334259e+00
3.400000000000000000e+04,4.413908626666666919e+02,7.294749099999999942e+01,-1.425992193333333624e+01,9.550660333333331309e+00
3.450000000000000000e+04,4.411633266666666486e+02,7.294165999999999883e+01,5.512011600000001899e+00,9.865764666666667182e+00
3.500000000000000000e+04,4.410382193333333589e+02,7.293582900000001246e+01,1.045766733333333676e+01,9.652089066666666994e+00
3.550000000000000000e+04,4.402430899999999951e+02,7.292999840000000233e+01,1.794362279999999998e+01,9.679305066666666235e+00
3.600000000000000000e+04,4.411831926666667414e+02,7.292416760000000409e+01,1.612118120000000232e+01,9.529503866666667378e+00
3.650000000000000000e+04,4.412462106666666273e+02,7.291833660000000350e+01,-1.121861993333333629e+01,9.052525600000000949e+00
3.700000000000000000e+04,4.407088199999999460e+02,7.291250599999997917e+01,6.123618266666667864e+00,9.004759799999998648e+00
3.750000000000000000e+04,4.408252153333334036e+02,7.290667499999999279e+01,-8.771782933333330590e+00,8.929750200000000859e+00
3.800000000000000000e+04,4.409207079999999905e+02,7.290084399999999221e+01,2.998327493333333749e+01,8.991751466666666914e+00
3.850000000000000000e+04,4.411407353333333390e+02,7.289501339999999630e+01,1.226894313333333386e+01,9.088162333333334786e+00
3.900000000000000000e+04,4.416261273333332724e+02,7.288918239999999571e+01,2.339591599999999971e+01,9.148833999999999023e+00
3.950000000000000000e+04,4.414041046666665693e+02,7.288335139999999512e+01,1.940290993333333702e+01,9.360395533333331741e+00
4.000000000000000000e+04,4.412603706666666881e+02,7.287752059999999688e+01,-2.607166266666667287e+00,9.642638933333332218e+00
4.050000000000000000e+04,4.411481600000000185e+02,7.287168979999999863e+01,1.895585833333333170e+01,1.014991573333333363e+01
4.100000000000000000e+04,4.407662913333333563e+02,7.286585859999998149e+01,5.628521133333335591e+00,1.050944713333333347e+01
4.150000000000000000e+04,4.411571846666665238e+02,7.286002820000000213e+01,5.535200400000002574e+00,1.021856413333333435e+01
4.200000000000000000e+04,4.416305906666665919e+02,7.285419699999997079e+01,4.477893200000001350e+00,1.018487679999999962e+01
4.250000000000000000e+04,4.416342533333333904e+02,7.284836620000001517e+01,1.788873366666666698e+01,1.052471426666666687e+01
4.300000000000000000e+04,4.406413706666666599e+02,7.284253559999999084e+01,2.472029173333333674e+01,1.094763299999999973e+01
4.350000000000000000e+04,4.417750800000000595e+02,7.283670460000001867e+01,3.861144266666666880e+01,1.103187286666666722e+01
4.400000000000000000e+04,4.414801733333332550e+02,7.283087359999998966e+01,-7.992318733333332759e+00,1.125783446666666876e+01
4.450000000000000000e+04,4.411480200000000309e+02,7.282504320000001030e+01,3.936929520000000338e+01,1.155531393333333590e+01
4.500000000000000000e+04,4.405029006666666760e+02,7.281921219999999551e+01,2.739009239999999679e+01,1.178948626666666755e+01
4.550000000000000000e+04,4.415225646666666535e+02,7.281338159999999959e+01,-8.630078266666666664e+00,1.194440186666666470e+01
